link,date,REGION
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-2-suites-3-vagas-santa-rosa-belo-horizonte-mg-1222351932,2023-08-15 13:56:26.896108,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-4-quartos-2-suites-4-vagas-santa-rosa-belo-horizonte-mg-1222351730,2023-08-15 13:56:26.896108,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-2-quartos-a-venda-no-paqueta-1222350809,2023-08-15 13:56:26.896108,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-no-bairro-castelo-1222349756,2023-08-15 13:56:26.896108,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-com-2-quartos-a-venda-no-bairro-castelo-bh-1222349604,2023-08-15 13:56:26.896108,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-4-dormitorios-a-venda-em-belo-horizonte-1222339131,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-para-venda-em-belo-horizonte-santa-amelia-3-dormitorios-1222339097,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-dormitorios-a-venda-em-belo-horizonte-1222338834,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1222338795,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-paqueta-belo-horizonte-1222338796,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1222338765,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-4-dormitorios-a-venda-em-belo-horizonte-1222338768,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-5-dormitorios-a-venda-em-belo-horizonte-1222338687,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-garden-com-3-dormitorios-a-venda-em-belo-horizonte-1222338681,2023-08-15 13:57:28.577655,pampulha
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-copacabana-2-quartos-49-m2-1222369390,2023-08-15 13:57:45.855399,venda nova
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-2-quartos-bairro-copacabana-belo-horizonte-mg-r-259-000-00-1222369244,2023-08-15 13:57:45.855399,venda nova
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-area-privativa-localizado-no-bairro-sao-joao-batista-belo-horizonte-mg-1222368655,2023-08-15 13:57:45.855399,venda nova
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-2-quartos-armarios-r-199-000-00-bairro-sao-joao-batista-1222363519,2023-08-15 13:57:45.855399,venda nova
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-50-m-por-r-304-000-00-rio-branco-belo-horizon-1222363441,2023-08-15 13:57:45.855399,venda nova
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-area-privativa-cruzeiro-belo-horizonte-mg-1222487527,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-anchieta-belo-horizonte-mg-1222487071,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-sion-belo-horizonte-mg-1222487053,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-em-rua-engenheiro-amaro-lanari-anchieta-belo-horizonte-mg-1222486361,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cob-duplex-funcionarios-belo-horizonte-mg-1222483841,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-cruzeiro-belo-horizonte-mg-1222483188,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-sion-belo-horizonte-mg-1222483091,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-possui-250-metros-quadrados-com-4-quartos-1222475108,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-3-suites-2-vagas-serra-belo-horizonte-mg-1222475085,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-carmo-1222471428,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-funcionarios-1222471406,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-no-bairro-santo-antonio-1222471388,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-com-70-metros-quadrados-com-2-quartos-em-sion-belo-horizonte-mg-1222464128,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-santa-lucia-belo-horizonte-mg-1222463783,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-serra-belo-horizonte-mg-1222462660,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-lourdes-1222462477,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-santo-agostinho-1222461721,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venha-morar-no-melhor-do-anchieta--1222461319,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-em-belo-horizonte-1222461016,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-com-125-metros-quadrados-com-4-quartos-em-serra-belo-horizonte-1222460942,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-em-belo-horizonte-1222458140,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-em-belo-horizonte-1222457821,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-em-belo-horizonte-1222457623,2023-08-15 13:58:06.861052,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/anuar-donato-cobertura-2-quartos-a-venda-carmo-1222401839,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-mobiliado-a-venda-3-quartos-1-suite-1-vaga-cidade-jardim-belo-horizonte-1222393736,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/anuar-donato-apartamento-4-quartos-a-venda-funcionarios-1222393345,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-serra-1222392423,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-em-belo-horizonte-centro-5-dormitorios-1-suite-4-banheiros-2-v-1222391669,2023-08-15 13:58:15.335546,centro sul
https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-55-m-venda-por-r-298-000-00-ou-aluguel-por-r-2-409-00-1222376346,2023-08-15 13:58:15.335546,centro sul
