TITLE,LINK,DATE_SCRAPE,CITY,CEP,NEIGHBORHOOD,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,APARTMENT_DETAILS,PRICE,REGION
Venda Apartamento 3 quartos São Geraldo Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-sao-geraldo-belo-horizonte-1178452873,2023-08-05,Belo Horizonte,31050640,São Geraldo,R$ 550,R$ 135,75m²,3,2,2,"Academia, Piscina, Varanda",550000,zona_leste
Apartamento à venda no Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-santa-efigenia-1178452487,2023-08-05,Belo Horizonte,30150320,Santa Efigênia,R$ 0,R$ 0,66m²,2,2,2,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",990000,zona_leste
Venda Apartamento 3 quartos São Geraldo Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-sao-geraldo-belo-horizonte-1178418937,2023-08-05,Belo Horizonte,31050640,São Geraldo,R$ 550,R$ 135,75m²,3,2,2,"Academia, Piscina, Varanda",550000,zona_leste
"Apartamento à Venda - Boa Vista, 2 Quartos,  118 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-boa-vista-2-quartos-118-m2-1178416110,2023-08-05,Belo Horizonte,31060460,Boa Vista,R$ 0,R$ 0,118m²,2,3,2,Varanda,540000,zona_leste
"Apartamento à Venda - Boa Vista, 2 Quartos,  56 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-boa-vista-2-quartos-56-m2-1178416112,2023-08-05,Belo Horizonte,31060460,Boa Vista,R$ 0,R$ 0,56m²,2,2,1,Varanda,320400,zona_leste
"Apartamento Garden com 3 dormitórios à venda, 75 m² por R$ 530.000,00 - Pompéia - Belo Hor",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-3-dormitorios-a-venda-75-m-por-r-530-000-00-pompeia-belo-hor-1178384728,2023-08-05,Belo Horizonte,30280370,Pompéia,R$ 222,R$ 0,75m²,3,2,1,N/A,530000,zona_leste
"Apartamento à Venda - Nova Vista, 2 Quartos,  116 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-nova-vista-2-quartos-116-m2-1178204910,2023-08-05,Belo Horizonte,31070080,Nova Vista,R$ 220,R$ 100,116m²,2,1,1,"Churrasqueira, Varanda",450000,zona_leste
Lançamento a venda Bairro Casa Branca,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lancamento-a-venda-bairro-casa-branca-1178124908,2023-08-05,Belo Horizonte,31050030,Casa Branca,R$ 0,R$ 0,126m²,2,2,1,N/A,368300,zona_leste
Lançamento a venda Bairro Casa Branca,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lancamento-a-venda-bairro-casa-branca-1178123859,2023-08-05,Belo Horizonte,31050030,Casa Branca,R$ 0,R$ 0,105m²,3,2,2,N/A,427900,zona_leste
Apartamento tipo.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-tipo-1178045028,2023-08-05,Belo Horizonte,30285680,Saudade,R$ 0,R$ 0,61m²,3,2,1,"Área de serviço, Varanda",275000,zona_leste
Excelente Área Privativa,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-area-privativa-1178044668,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 250,R$ 900,60m²,2,3,1,Área de serviço,556000,zona_leste
Venda Apartamento 3 quartos Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-sagrada-familia-belo-horizonte-1178003713,2023-08-05,Belo Horizonte,31030080,Sagrada Família,R$ 230,R$ 107,78m²,3,2,1,N/A,355000,zona_leste
Venda Apartamento 3 quartos Horto Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-horto-belo-horizonte-1177991790,2023-08-05,Belo Horizonte,31030072,Horto,R$ 300,R$ 203,73m²,3,2,2,N/A,558000,zona_leste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-sagrada-familia-belo-horizonte-mg-1177985701,2023-08-05,Belo Horizonte,31030420,Sagrada Família,R$ 300,R$ 1.978,170m²,3,2,2,"Área de serviço, Varanda",500000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Paraíso,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-paraiso-1177980609,2023-08-05,Belo Horizonte,30270260,Paraíso,R$ 250,R$ 110,88m²,3,3,1,Área de serviço,300000,zona_leste
"Apartamento à Venda - Santa Efigênia, 1 Quarto,  44 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-santa-efigenia-1-quarto-44-m2-1177978765,2023-08-05,Belo Horizonte,30140001,Santa Efigênia,R$ 800,R$ 152,44m²,1,1,1,Varanda,380000,zona_leste
"Apartamento em Ana Lúcia - Sabará, MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-em-ana-lucia-sabara-mg-1177969289,2023-08-05,Belo Horizonte,31070060,Nova Vista,R$ 300,R$ 50,70m²,3,1,1,Área de serviço,310000,zona_leste
"Apartamento em Ana Lúcia - Sabará, MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-em-ana-lucia-sabara-mg-1177963615,2023-08-05,Belo Horizonte,31070060,Nova Vista,R$ 300,R$ 50,70m²,3,1,1,Área de serviço,310000,zona_leste
"Apartamento Garden com 3 dormitórios à venda, 138 m² por R$ 799.000,00 - Sagrada Família -",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-3-dormitorios-a-venda-138-m-por-r-799-000-00-sagrada-familia-1177958932,2023-08-05,Belo Horizonte,31030220,Sagrada Família,R$ 530,R$ 0,139m²,3,3,2,N/A,799000,zona_leste
"Apartamento com 4 quartos à venda, 120 m² por R$ 698.000 - Santa Tereza - Belo Horizonte/M",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-quartos-a-venda-120-m-por-r-698-000-santa-tereza-belo-horizonte-m-1177956711,2023-08-05,Belo Horizonte,31015050,Santa Tereza,R$ 500,R$ 244,109m²,4,3,2,Área de serviço,650000,zona_leste
Area Privativa a venda Bairro Esplanada,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-bairro-esplanada-1177096915,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 0,R$ 0,160m²,2,2,1,N/A,697990,zona_leste
Apartamento á venda Bairro Esplanada,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-bairro-esplanada-1177096902,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 0,R$ 0,60m²,2,2,1,N/A,491330,zona_leste
Venda Apartamento 1 quarto Santa Efigênia Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-1-quarto-santa-efigenia-belo-horizonte-1177066520,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 0,R$ 0,39m²,1,1,1,"Academia, Piscina",565500,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1177015109,2023-08-05,Belo Horizonte,31030500,Sagrada Família,R$ 500,R$ 200,90m²,3,3,2,Área de serviço,528000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1177015093,2023-08-05,Belo Horizonte,31035580,Sagrada Família,R$ 500,R$ 181,30m²,3,3,2,"Ar condicionado, Área de serviço, Churrasqueira, Piscina",515000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Funcionários,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-funcionarios-1177012823,2023-08-05,Belo Horizonte,30150330,Santa Efigênia,R$ 600,R$ 300,200m²,5 ou mais,4,2,"Área de serviço, Churrasqueira, Varanda",1390000,zona_leste
"Apartamento à Venda - Sagrada Família, 3 Quartos,  90 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-sagrada-familia-3-quartos-90-m2-1177003495,2023-08-05,Belo Horizonte,31030240,Sagrada Família,R$ 498,R$ 225,90m²,3,2,2,Varanda,575000,zona_leste
"Apartamento à Venda - Sagrada Família, 3 Quartos,  67 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-sagrada-familia-3-quartos-67-m2-1177003388,2023-08-05,Belo Horizonte,31030071,Sagrada Família,R$ 0,R$ 80,67m²,3,1,1,N/A,420000,zona_leste
"Apto. com área privativa, 02 quartos - Esplanada - BH - MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apto-com-area-privativa-02-quartos-esplanada-bh-mg-1176884522,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 1,R$ 1,92m²,2,2,1,N/A,555740,zona_leste
Apartamento com área Privativa  2 quartos - Esplanada,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-2-quartos-esplanada-1176809662,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 1,R$ 1,160m²,2,2,1,N/A,697990,zona_leste
Apartamento para venda tem 60 metros quadrados com 2 quartos em Esplanada - Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-tem-60-metros-quadrados-com-2-quartos-em-esplanada-belo-horizonte-1176803508,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 1,R$ 1,60m²,2,2,1,N/A,491330,zona_leste
"Apartamento com Área Privativa para Venda em Ibirité, Jardim das Flores, 3 dormitórios, 1 ",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-para-venda-em-ibirite-jardim-das-flores-3-dormitorios-1-1176549188,2023-08-05,Belo Horizonte,30295172,Conjunto Taquaril,R$ 0,R$ 0,75m²,3,2,1,N/A,310000,zona_leste
Lindo Apartamento novo.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lindo-apartamento-novo-1176284151,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 165,R$ 100,60m²,2,2,1,N/A,491330,zona_leste
BELO HORIZONTE - Apartamento Padrão - Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-efigenia-1176262959,2023-08-05,Belo Horizonte,30270340,Santa Efigênia,R$ 200,R$ 1.479,140m²,3,2,2,Área de serviço,595000,zona_leste
"Apartamento à Venda - Floresta, 2 Quartos,  50 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-floresta-2-quartos-50-m2-1176251168,2023-08-05,Belo Horizonte,31035208,Horto Florestal,R$ 330,R$ 122,50m²,2,2,1,N/A,375000,zona_leste
"Apartamento à venda, 3 quartos, 2 suítes, 3 vagas, Santa Tereza - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-2-suites-3-vagas-santa-tereza-belo-horizonte-mg-1175847741,2023-08-05,Belo Horizonte,31010210,Santa Tereza,R$ 250,R$ 1,190m²,3,2,3,"Ar condicionado, Área de serviço, Varanda",1250000,zona_leste
"Área privativa à venda, 3 quartos, 5 vagas, Santa Efigênia - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-3-quartos-5-vagas-santa-efigenia-belo-horizonte-mg-1175824860,2023-08-05,Belo Horizonte,30260150,Santa Efigênia,R$ 291,R$ 119,60m²,3,1,5 ou mais,N/A,430000,zona_leste
Apartamento novo a venda Bairro Nova Vista,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-novo-a-venda-bairro-nova-vista-1175733262,2023-08-05,Belo Horizonte,31070022,Nova Vista,R$ 0,R$ 0,78m²,3,2,1,N/A,430714,zona_leste
"Área Privativa à venda, 2 quartos, 1 suíte, 2 vagas, Santa Efigênia - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-2-quartos-1-suite-2-vagas-santa-efigenia-belo-horizonte-mg-1175721996,2023-08-05,Belo Horizonte,30140040,Santa Efigênia,R$ 400,R$ 10,78m²,2,2,2,N/A,950000,zona_leste
"Apartamento 3 quartos, 2 vagas e elevador - Floresta",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-2-vagas-e-elevador-floresta-1175721482,2023-08-05,Belo Horizonte,30150120,Floresta,R$ 550,R$ 167,118m²,3,2,2,"Área de serviço, Mobiliado",640000,zona_leste
"Apartamento com área privativa, 02 quartos à venda na Sagrada Família.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-02-quartos-a-venda-na-sagrada-familia-1175714197,2023-08-05,Belo Horizonte,31030220,Sagrada Família,R$ 0,R$ 0,60m²,2,2,2,"Ar condicionado, Área de serviço",529648,zona_leste
"Cobertura para Venda em Ibirité, Jardim das Flores, 3 dormitórios, 1 suíte, 3 banheiros, 2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-para-venda-em-ibirite-jardim-das-flores-3-dormitorios-1-suite-3-banheiros-2-1175712186,2023-08-05,Belo Horizonte,30295172,Conjunto Taquaril,R$ 0,R$ 0,70m²,3,3,2,Varanda,380000,zona_leste
Apartamento com 02 quartos à venda na Sagrada Família.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-02-quartos-a-venda-na-sagrada-familia-1175672688,2023-08-05,Belo Horizonte,31030220,Sagrada Família,R$ 0,R$ 0,60m²,2,2,2,"Ar condicionado, Área de serviço, Varanda",484979,zona_leste
"Apartamento à venda, 4 quartos, 1 suíte, 1 vaga, Santa Efigênia - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-1-suite-1-vaga-santa-efigenia-belo-horizonte-mg-1175669861,2023-08-05,Belo Horizonte,30140000,Santa Efigênia,R$ 335,R$ 192,189m²,4,3,1,"Área de serviço, Varanda",860000,zona_leste
Venda Cobertura Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-sagrada-familia-belo-horizonte-1175653498,2023-08-05,Belo Horizonte,31035510,Sagrada Família,R$ 380,R$ 227,160m²,4,3,2,"Churrasqueira, Varanda",675000,zona_leste
"Apartamento à Venda - Sagrada Família, 3 Quartos,  100 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-sagrada-familia-3-quartos-100-m2-1175174613,2023-08-05,Belo Horizonte,31035512,Sagrada Família,R$ 600,R$ 83,100m²,3,2,1,Mobiliado,450000,zona_leste
Apto 03 quartos á venda no bairro Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apto-03-quartos-a-venda-no-bairro-santa-efigenia-1175062241,2023-08-05,Belo Horizonte,30260270,Santa Efigênia,R$ 400,R$ 125,75m²,3,2,2,"Churrasqueira, Piscina, Varanda",330000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1175015501,2023-08-05,Belo Horizonte,31030010,Sagrada Família,R$ 0,R$ 0,111m²,3,2,2,Área de serviço,630000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1175002921,2023-08-05,Belo Horizonte,31030480,Sagrada Família,R$ 0,R$ 0,126m²,3,4,2,N/A,615000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1174995939,2023-08-05,Belo Horizonte,31030470,Sagrada Família,R$ 300,R$ 118,90m²,3,2,1,Área de serviço,420000,zona_leste
"Área Privativa à venda, 3 quartos, 1 suíte, 2 vagas, Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-3-quartos-1-suite-2-vagas-sagrada-familia-belo-horizonte-mg-1174946818,2023-08-05,Belo Horizonte,31030040,Horto,R$ 300,R$ 1.500,115m²,3,2,2,Área de serviço,528000,zona_leste
Duplex à venda 2 quartos 2 suítes 2 vagas - Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/duplex-a-venda-2-quartos-2-suites-2-vagas-santa-efigenia-1174898860,2023-08-05,Belo Horizonte,30150270,Santa Efigênia,R$ 1.232,R$ 4.946,91m²,2,2,2,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Piscina",1050000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1174898233,2023-08-05,Belo Horizonte,31030120,Sagrada Família,R$ 0,R$ 0,75m²,1,1,1,Área de serviço,396000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1174868782,2023-08-05,Belo Horizonte,31035570,Sagrada Família,R$ 450,R$ 0,90m²,3,2,2,N/A,630000,zona_leste
"Apartamento com 3 dormitórios à venda, 75 m² por R$ 330.000,00 - Sagrada Família - Belo Ho",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-75-m-por-r-330-000-00-sagrada-familia-belo-ho-1174866478,2023-08-05,Belo Horizonte,31035470,Sagrada Família,R$ 360,R$ 125,75m²,3,1,2,Área de serviço,330000,zona_leste
Lindo apartamento em ótima localização 03 quartos á venda no bairro Floresta.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lindo-apartamento-em-otima-localizacao-03-quartos-a-venda-no-bairro-floresta-1174862798,2023-08-05,Belo Horizonte,31015184,Floresta,R$ 1.300,R$ 157,90m²,3,2,2,N/A,485000,zona_leste
Apartamento de 3 quartos.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-de-3-quartos-1174859575,2023-08-05,Belo Horizonte,30240410,Santa Efigênia,R$ 360,R$ 136,70m²,3,3,1,Área de serviço,315000,zona_leste
Apto 03 quartos á venda no bairro Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apto-03-quartos-a-venda-no-bairro-santa-efigenia-1174841749,2023-08-05,Belo Horizonte,30240390,Santa Efigênia,R$ 260,R$ 82,90m²,3,2,1,N/A,330000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1174840080,2023-08-05,Belo Horizonte,31030430,Sagrada Família,R$ 350,R$ 0,69m²,1,1,1,Varanda,400000,zona_leste
Apto 02 quartos á venda no bairro - Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apto-02-quartos-a-venda-no-bairro-santa-efigenia-1174839824,2023-08-05,Belo Horizonte,30260260,Santa Efigênia,R$ 200,R$ 78,68m²,2,2,1,N/A,315000,zona_leste
Excelente oportunidade 2 quartos com área privativa suspensa à venda no bairro Sagrada Fam,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-oportunidade-2-quartos-com-area-privativa-suspensa-a-venda-no-bairro-sagrada-fam-1174839601,2023-08-05,Belo Horizonte,31030430,Sagrada Família,R$ 0,R$ 0,93m²,2,1,2,N/A,449600,zona_leste
"Apartamento com 2 dormitórios à venda, 70 m² por R$ 457.000,00 - Esplanada - Belo Horizont",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-70-m-por-r-457-000-00-esplanada-belo-horizont-1174834821,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 320,R$ 1.287,70m²,2,2,2,N/A,457000,zona_leste
Apartamento de área privativa 02qto Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-de-area-privativa-02qto-santa-efigenia-1174831531,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 1,R$ 1,70m²,2,2,2,N/A,641109,zona_leste
Lindas coberturas novas 3 quartos à venda no bairro São Geraldo,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lindas-coberturas-novas-3-quartos-a-venda-no-bairro-sao-geraldo-1174830918,2023-08-05,Belo Horizonte,31050540,São Geraldo,R$ 0,R$ 0,158m²,3,2,2,Varanda,718536,zona_leste
Apartamento com 04 quartos á venda no bairro Floresta,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-04-quartos-a-venda-no-bairro-floresta-1174830803,2023-08-05,Belo Horizonte,31110000,Colégio Batista,R$ 1.070,R$ 222,140m²,4,3,2,"Academia, Churrasqueira, Piscina, Varanda",780000,zona_leste
Apartamento com 03 quartos a venda no bairro São Lucas,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-03-quartos-a-venda-no-bairro-sao-lucas-1174830352,2023-08-05,Belo Horizonte,30240460,Santa Efigênia,R$ 312,R$ 100,70m²,3,2,4,N/A,750000,zona_leste
Ótimo Apartamento 02 quartos a venda no Santa Inês.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/otimo-apartamento-02-quartos-a-venda-no-santa-ines-1174830305,2023-08-05,Belo Horizonte,31080150,Santa Inês,R$ 280,R$ 0,68m²,2,2,1,N/A,336000,zona_leste
Área privativa à venda no bairro Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-no-bairro-santa-efigenia-1174819883,2023-08-05,Belo Horizonte,30260250,Santa Efigênia,R$ 606,R$ 227,75m²,3,2,2,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",850000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Floresta,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-floresta-1174819527,2023-08-05,Belo Horizonte,31015170,Floresta,R$ 450,R$ 0,109m²,2,2,2,N/A,755000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1174818736,2023-08-05,Belo Horizonte,31030430,Sagrada Família,R$ 0,R$ 0,120m²,3,3,2,Varanda,750000,zona_leste
"Flat à venda, 1 quarto, 1 suíte, 1 vaga, Santa Efigênia - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/flat-a-venda-1-quarto-1-suite-1-vaga-santa-efigenia-belo-horizonte-mg-1174280331,2023-08-05,Belo Horizonte,30130140,Santa Efigênia,R$ 0,R$ 0,14m²,1,1,1,"Ar condicionado, Mobiliado",260000,zona_leste
"Área privativa à venda, 3 quartos, 1 suíte, 3 vagas, Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-3-quartos-1-suite-3-vagas-sagrada-familia-belo-horizonte-mg-1174272268,2023-08-05,Belo Horizonte,31030211,Sagrada Família,R$ 600,R$ 265,115m²,3,3,3,"Área de serviço, Varanda",890000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Santa Tereza,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-tereza-1174216329,2023-08-05,Belo Horizonte,31010160,Santa Tereza,R$ 280,R$ 95,144m²,3,3,1,"Área de serviço, Varanda",400000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Floresta,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-floresta-1174205573,2023-08-05,Belo Horizonte,31015150,Floresta,R$ 300,R$ 104,150m²,3,3,1,Área de serviço,420000,zona_leste
Apartamento para comprar Floresta Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-comprar-floresta-belo-horizonte-1174200102,2023-08-05,Belo Horizonte,31015260,Floresta,R$ 780,R$ 2.650,116m²,3,2,2,N/A,600000,zona_leste
"Apartamento Garden com 3 dormitórios à venda, 83 m² por R$ 640.000,00 - Esplanada - Belo H",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-3-dormitorios-a-venda-83-m-por-r-640-000-00-esplanada-belo-h-1174182505,2023-08-05,Belo Horizonte,30280240,Esplanada,R$ 440,R$ 184,84m²,3,3,2,N/A,640000,zona_leste
"Apartamento Garden com 2 dormitórios à venda, 60 m² por R$ 697.990,00 - Esplanada - Belo H",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-2-dormitorios-a-venda-60-m-por-r-697-990-00-esplanada-belo-h-1174167530,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 0,R$ 0,60m²,2,2,1,N/A,697990,zona_leste
"Apartamento à Venda - Nova Vista, 2 Quartos,  69 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-nova-vista-2-quartos-69-m2-1174165999,2023-08-05,Belo Horizonte,31070022,Nova Vista,R$ 400,R$ 34,69m²,2,2,2,Churrasqueira,318000,zona_leste
"Apartamento à Venda - Santa Tereza, 4 Quartos,  172 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-santa-tereza-4-quartos-172-m2-1174165277,2023-08-05,Belo Horizonte,31010475,Santa Tereza,R$ 270,R$ 308,172m²,4,3,2,"Churrasqueira, Varanda",1170000,zona_leste
APARTAMENTO DISPONÍVEL PARA VENDA NO BAIRRO FLORESTA.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-disponivel-para-venda-no-bairro-floresta-1174160763,2023-08-05,Belo Horizonte,30150280,Floresta,R$ 400,R$ 1.900,36m²,1,1,1,Piscina,440000,zona_leste
"Cobertura com 5 quartos à venda, 200 m² por R$ 1.100.000 - Santa Tereza - Belo Horizonte/M",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-5-quartos-a-venda-200-m-por-r-1-100-000-santa-tereza-belo-horizonte-m-1174125603,2023-08-05,Belo Horizonte,31015050,Santa Tereza,R$ 550,R$ 200,200m²,5 ou mais,3,2,"Área de serviço, Churrasqueira, Piscina",1100000,zona_leste
"Apartamento com 2 dormitórios à venda, 60 m² por R$ 491.330,00 - Esplanada - Belo Horizont",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-60-m-por-r-491-330-00-esplanada-belo-horizont-1174117152,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 10,R$ 10,60m²,2,2,1,N/A,491330,zona_leste
"Apartamento Garden com 2 dormitórios à venda, 60 m² por R$ 555.740,00 - Esplanada - Belo H",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-2-dormitorios-a-venda-60-m-por-r-555-740-00-esplanada-belo-h-1174104431,2023-08-05,Belo Horizonte,30280220,Esplanada,R$ 10,R$ 10,60m²,2,2,1,N/A,555740,zona_leste
