TITLE,LINK,DATE_SCRAPE,CITY,CEP,NEIGHBORHOOD,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,APARTMENT_DETAILS,PRICE,REGION
Venda Área Privativa Floresta Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-area-privativa-floresta-belo-horizonte-1170005621,2023-08-05,Belo Horizonte,31015150,Floresta,R$ 300,R$ 104,150m²,3,3,1,Varanda,400000,zona_leste
Apartamento 3 quartos a venda Sagrada Familia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-a-venda-sagrada-familia-1116703560,2023-08-05,Belo Horizonte,31035480,Sagrada Família,R$ 880,R$ 0,105m²,3,2,1,N/A,389000,zona_leste
Apartamento de 1º andar no Bairro Floresta,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-de-1-andar-no-bairro-floresta-1127280746,2023-08-05,Belo Horizonte,30150100,Floresta,R$ 0,R$ 0,122m²,3,2,1,N/A,680000,zona_leste
Top House - Sagrada Família - BH - 3 Quartos - Escritório - 3 Vagas - Elevador,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/top-house-sagrada-familia-bh-3-quartos-escritorio-3-vagas-elevador-1133090248,2023-08-05,Belo Horizonte,31035570,Sagrada Família,R$ 645,R$ 4.600,233m²,3,4,3,Varanda,1495000,zona_leste
Belo Horizonte - Apartamento Padrão - Santa Tereza,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-tereza-993401563,2023-08-05,Belo Horizonte,31015104,Santa Tereza,R$ 680,R$ 1.909,89m²,3,3,2,Armários na cozinha,600000,zona_leste
Lançamento Apto 01 quarto á venda no bairro Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lancamento-apto-01-quarto-a-venda-no-bairro-santa-efigenia-1046564258,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 0,R$ 0,37m²,1,1,1,"Churrasqueira, Mobiliado, Piscina",495000,zona_leste
Venda Apartamento 2 quartos Pompéia Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-pompeia-belo-horizonte-1102252122,2023-08-05,Belo Horizonte,30285010,Pompéia,R$ 425,R$ 0,56m²,2,1,1,"Academia, Varanda",299000,zona_leste
BELO HORIZONTE - Apartamento Padrão - São Geraldo,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-geraldo-1013067031,2023-08-05,Belo Horizonte,31050540,São Geraldo,R$ 0,R$ 0,77m²,3,2,2,N/A,431600,zona_leste
more no bairro Floresta em BH,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/more-no-bairro-floresta-em-bh-1159943183,2023-08-05,Belo Horizonte,31110052,Floresta,R$ 180,R$ 99,24m²,1,1,Elevador,N/A,270000,zona_leste
Belo Horizonte - Apartamento Padrão - Santa Tereza,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-tereza-993401404,2023-08-05,Belo Horizonte,31010514,Santa Tereza,R$ 380,R$ 0,57m²,3,1,1,Armários na cozinha,240000,zona_leste
Venda Cobertura Boa Vista Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-boa-vista-belo-horizonte-1136370483,2023-08-05,Belo Horizonte,31060427,Boa Vista,R$ 390,R$ 156,160m²,4,4,1,"Churrasqueira, Varanda",595000,zona_leste
"Apartamento com 2 dormitórios à venda, 60 m² por R$ 509.565,04 - Floresta - Belo Horizonte",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-60-m-por-r-509-565-04-floresta-belo-horizonte-1058354485,2023-08-05,Belo Horizonte,31015170,Floresta,R$ 0,R$ 0,60m²,2,3,2,Área de serviço,509565,zona_leste
Belo Horizonte - Apartamento Padrão - Horto,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-horto-1124488807,2023-08-05,Belo Horizonte,31030030,Horto,R$ 500,R$ 0,60m²,2,2,1,"Armários na cozinha, Churrasqueira",360000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1107042673,2023-08-05,Belo Horizonte,31035390,Sagrada Família,R$ 400,R$ 0,176m²,4,3,2,"Área de serviço, Churrasqueira",798000,zona_leste
Apartamento à venda no bairro Sagrada Família - Belo Horizonte/MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-sagrada-familia-belo-horizonte-mg-1104311812,2023-08-05,Belo Horizonte,31030010,Sagrada Família,R$ 1,R$ 1,91m²,3,2,2,"Academia, Área de serviço, Churrasqueira, Piscina",746905,zona_leste
Venda Apartamento 3 quartos Horto Florestal Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-horto-florestal-belo-horizonte-1036529707,2023-08-05,Belo Horizonte,31035040,Horto Florestal,R$ 250,R$ 95,75m²,3,2,2,Varanda,470000,zona_leste
Apartamento em construção à venda no Bairro Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-em-construcao-a-venda-no-bairro-sagrada-familia-1025219380,2023-08-05,Belo Horizonte,31030010,Sagrada Família,R$ 0,R$ 0,75m²,3,2,2,"Academia, Área de serviço, Piscina, Varanda",703684,zona_leste
Apartamento a venda 3 quartos,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1118116510,2023-08-05,Belo Horizonte,31035540,Sagrada Família,R$ 324,R$ 110,83m²,3,2,1,N/A,380000,zona_leste
"Cobertura à venda, 410 m² por R$ 995.000,00 - Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-410-m-por-r-995-000-00-sagrada-familia-belo-horizonte-mg-899292062,2023-08-05,Belo Horizonte,31030220,Sagrada Família,R$ 490,R$ 300,410m²,5 ou mais,4,4,"Área de serviço, Churrasqueira",995000,zona_leste
Belo Horizonte - Apartamento Padrão - Santa Tereza,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-tereza-993401423,2023-08-05,Belo Horizonte,31010514,Santa Tereza,R$ 350,R$ 0,70m²,3,1,1,Armários na cozinha,250000,zona_leste
Venda Apartamento 2 quartos Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-sagrada-familia-belo-horizonte-1043573251,2023-08-05,Belo Horizonte,31030090,Sagrada Família,R$ 230,R$ 75,50m²,2,1,1,N/A,270000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-efigenia-1086903898,2023-08-05,Belo Horizonte,30140040,Santa Efigênia,R$ 0,R$ 0,38m²,1,1,Área de serviço,Área de serviço,630000,zona_leste
Belo Horizonte - Apartamento Padrão - Santa Inês,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-ines-993401510,2023-08-05,Belo Horizonte,31080080,Santa Inês,R$ 298,R$ 113,118m²,3,3,2,Armários na cozinha,420000,zona_leste
"Apartamento com 1 dormitório à venda, 50 m² por R$ 626.300,00 - Santa Efigênia - Belo Hori",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-1-dormitorio-a-venda-50-m-por-r-626-300-00-santa-efigenia-belo-hori-1148923720,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 0,R$ 0,51m²,1,1,1,"Área de serviço, Piscina, Varanda",626300,zona_leste
"Apartamento 3 quartos à venda, 100 m² - Santa Efigênia - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-a-venda-100-m-santa-efigenia-belo-horizonte-mg-1089531402,2023-08-05,Belo Horizonte,30150340,Santa Efigênia,R$ 450,R$ 0,100m²,3,2,1,Área de serviço,540000,zona_leste
"Apartamento com 3 dormitórios à venda, 55 m² por R$ 290.000,00 - Sagrada Família - Belo Ho",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-55-m-por-r-290-000-00-sagrada-familia-belo-ho-1045176870,2023-08-05,Belo Horizonte,31030090,Sagrada Família,R$ 200,R$ 104,55m²,3,2,1,Área de serviço,290000,zona_leste
"Cobertura à venda, 168 m² por R$ 800.000,00 - Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-168-m-por-r-800-000-00-sagrada-familia-belo-horizonte-mg-1107759266,2023-08-05,Belo Horizonte,31030072,Horto,R$ 400,R$ 171,168m²,3,3,2,"Área de serviço, Churrasqueira, Varanda",800000,zona_leste
Belo Horizonte - Apartamento Padrão - Santa Tereza,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-tereza-993401388,2023-08-05,Belo Horizonte,31010180,Santa Tereza,R$ 300,R$ 137,115m²,4,3,3,Armários na cozinha,540000,zona_leste
BELO HORIZONTE - Apartamento Padrão - São Geraldo,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-geraldo-1034019145,2023-08-05,Belo Horizonte,31050540,São Geraldo,R$ 0,R$ 80,158m²,3,2,2,Varanda,718536,zona_leste
Belo Horizonte - Apartamento Padrão - Funcionários,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-funcionarios-1093699533,2023-08-05,Belo Horizonte,30130140,Santa Efigênia,R$ 1.500,R$ 600,265m²,4,3,3,"Armários na cozinha, Churrasqueira, Piscina",2540000,zona_leste
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-950164458,2023-08-05,Belo Horizonte,31015165,Floresta,R$ 450,R$ 0,95m²,3,2,1,N/A,400000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Santa Tereza,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-tereza-1169657437,2023-08-05,Belo Horizonte,31015110,Santa Tereza,R$ 0,R$ 0,68m²,2,2,Padrão,N/A,345000,zona_leste
"Apartamento à venda, 3 quartos, 3 suítes, 3 vagas, Floresta - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-3-suites-3-vagas-floresta-belo-horizonte-mg-1119239510,2023-08-05,Belo Horizonte,31015170,Floresta,R$ 400,R$ 1,88m²,3,3,3,"Academia, Área de serviço, Churrasqueira",831985,zona_leste
"Apartamento à venda, 4 quartos, 3 suítes, 4 vagas, Lourdes - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-3-suites-4-vagas-lourdes-belo-horizonte-mg-945913818,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 0,R$ 0,130m²,4,3,4,"Área de serviço, Churrasqueira, Piscina, Varanda",2320000,zona_leste
Venda Área Privativa Boa Vista Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-area-privativa-boa-vista-belo-horizonte-1036530452,2023-08-05,Belo Horizonte,31060200,Boa Vista,R$ 0,R$ 107,80m²,3,1,1,N/A,385000,zona_leste
Apartamento para venda tem 65 metros quadrados com 2 quartos em Santa Efigênia - Belo Hori,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-tem-65-metros-quadrados-com-2-quartos-em-santa-efigenia-belo-hori-1143615359,2023-08-05,Belo Horizonte,30150320,Santa Efigênia,R$ 0,R$ 0,65m²,2,3,2,"Academia, Churrasqueira, Piscina",870000,zona_leste
Belo Horizonte - Apartamento Padrão - Santa Efigênia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-efigenia-1066789193,2023-08-05,Belo Horizonte,30150270,Santa Efigênia,R$ 0,R$ 0,88m²,3,2,2,"Churrasqueira, Piscina",1351697,zona_leste
Belo Horizonte - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1135258031,2023-08-05,Belo Horizonte,31030100,Sagrada Família,R$ 460,R$ 372,175m²,3,2,2,"Armários na cozinha, Churrasqueira",880000,zona_leste
Apartamento á venda no Santa Efigenia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-santa-efigenia-1126289109,2023-08-05,Belo Horizonte,30260270,Santa Efigênia,R$ 347,R$ 115,70m²,4,2,1,N/A,375000,zona_leste
"Apartamento Garden à venda, 63 m² por R$ 642.300,00 - Santa Efigênia - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-a-venda-63-m-por-r-642-300-00-santa-efigenia-belo-horizonte-mg-1049357994,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 0,R$ 0,63m²,1,1,1,"Área de serviço, Churrasqueira, Piscina, Varanda",642300,zona_leste
"Apartamento com área privativa à venda, 3 quartos, 3 suítes, 2 vagas, Sagrada Família - Be",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-a-venda-3-quartos-3-suites-2-vagas-sagrada-familia-be-1118662642,2023-08-05,Belo Horizonte,31030010,Sagrada Família,R$ 1,R$ 1,111m²,3,4,2,Área de serviço,754976,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1088414124,2023-08-05,Belo Horizonte,31035580,Sagrada Família,R$ 500,R$ 226,89m²,3,2,2,Área de serviço,590000,zona_leste
"Apartamento com 2 dormitórios à venda, 45 m² por R$ 250.000,00 - São Geraldo - Belo Horizo",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-45-m-por-r-250-000-00-sao-geraldo-belo-horizo-1049360418,2023-08-05,Belo Horizonte,31050560,São Geraldo,R$ 50,R$ 100,45m²,2,1,1,N/A,250000,zona_leste
"Apartamento à venda, 212 m² por R$ 978.000,00 - Floresta - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-212-m-por-r-978-000-00-floresta-belo-horizonte-mg-899291715,2023-08-05,Belo Horizonte,30150190,Floresta,R$ 0,R$ 0,212m²,3,1,3,"Área de serviço, Churrasqueira, Varanda",978000,zona_leste
"Apartamento Garden com 1 dormitório à venda, 63 m² por R$ 648.800,00 - Santa Efigênia - Be",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-1-dormitorio-a-venda-63-m-por-r-648-800-00-santa-efigenia-be-1148881461,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 0,R$ 0,63m²,1,1,1,"Área de serviço, Piscina, Varanda",648800,zona_leste
BELO HORIZONTE - Apartamento Padrão - Santa Inês,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-ines-1107317120,2023-08-05,Belo Horizonte,31080250,Santa Inês,R$ 650,R$ 120,192m²,4,3,3,Academia,865000,zona_leste
"Apartamento Garden com 1 dormitório à venda, 54 m² por R$ 614.500,00 - Santa Efigênia - Be",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-1-dormitorio-a-venda-54-m-por-r-614-500-00-santa-efigenia-be-1148847919,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 0,R$ 0,54m²,1,1,1,"Área de serviço, Piscina, Varanda",614500,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sion,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sion-1104599170,2023-08-05,Belo Horizonte,30290490,Conjunto Taquaril,R$ 3.300,R$ 1.975,455m²,4,4,4,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",3200000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1089529800,2023-08-05,Belo Horizonte,31030130,Sagrada Família,R$ 250,R$ 0,90m²,3,2,1,N/A,400000,zona_leste
Edifício Fontana de Trevi: Apartamento com 03 Quartos à venda no Bairro Floresta!,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/edificio-fontana-de-trevi-apartamento-com-03-quartos-a-venda-no-bairro-floresta-1104258338,2023-08-05,Belo Horizonte,31110050,Floresta,R$ 270,R$ 140,70m²,3,2,1,N/A,320000,zona_leste
"Apartamento à venda, 40 m² por R$ 250.000,00 - Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-40-m-por-r-250-000-00-sagrada-familia-belo-horizonte-mg-1019774303,2023-08-05,Belo Horizonte,31030090,Sagrada Família,R$ 245,R$ 93,40m²,2,1,1,Área de serviço,250000,zona_leste
Venda Apartamento 2 quartos Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-sagrada-familia-belo-horizonte-1043578430,2023-08-05,Belo Horizonte,31035480,Sagrada Família,R$ 270,R$ 90,58m²,2,1,0,N/A,250000,zona_leste
Apartamento Novo com 02 quartos e 02 Vagas no Bairro Pompeia / Santa Efigênia BH,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-novo-com-02-quartos-e-02-vagas-no-bairro-pompeia-santa-efigenia-bh-1110121096,2023-08-05,Belo Horizonte,30270360,Santa Efigênia,R$ 190,R$ 0,65m²,2,2,2,Churrasqueira,420000,zona_leste
Excelente cobertura 03 quartos á venda no bairro Floresta,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-cobertura-03-quartos-a-venda-no-bairro-floresta-1118495790,2023-08-05,Belo Horizonte,31015160,Floresta,R$ 440,R$ 210,160m²,3,2,3,Churrasqueira,890000,zona_leste
Excelente cobertura 02 quartos a venda.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-cobertura-02-quartos-a-venda-1142140141,2023-08-05,Belo Horizonte,31080360,Santa Inês,R$ 340,R$ 120,107m²,2,2,1,"Churrasqueira, Varanda",430000,zona_leste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-sagrada-familia-belo-horizonte-mg-945619120,2023-08-05,Belo Horizonte,31035480,Sagrada Família,R$ 300,R$ 1.883,90m²,3,2,2,Varanda,580000,zona_leste
Belo Horizonte - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-987822018,2023-08-05,Belo Horizonte,31030140,Sagrada Família,R$ 800,R$ 200,80m²,3,2,2,"Churrasqueira, Piscina",699000,zona_leste
"Apartamento à venda, 86 m² por R$ 320.000,00 - Santa Inês - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-86-m-por-r-320-000-00-santa-ines-belo-horizonte-mg-1105685001,2023-08-05,Belo Horizonte,31080020,Santa Inês,R$ 350,R$ 0,86m²,3,2,2,Área de serviço,320000,zona_leste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Santa Tereza - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-santa-tereza-belo-horizonte-mg-1139561097,2023-08-05,Belo Horizonte,31010390,Santa Tereza,R$ 330,R$ 0,70m²,3,1,2,Área de serviço,440000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1039019541,2023-08-05,Belo Horizonte,31035470,Sagrada Família,R$ 200,R$ 109,72m²,3,2,1,Área de serviço,330000,zona_leste
BELO HORIZONTE - Apartamento Padrão - Funcionários,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-funcionarios-1154013507,2023-08-05,Belo Horizonte,30110017,Santa Efigênia,R$ 500,R$ 402,74m²,3,2,2,"Academia, Área de serviço",1250000,zona_leste
Cobertura 2 quartos 2 vagas bairro Boa Vista,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-2-quartos-2-vagas-bairro-boa-vista-1113112330,2023-08-05,Belo Horizonte,31060470,Boa Vista,R$ 0,R$ 0,97m²,2,2,2,N/A,585000,zona_leste
"APARTAMENTO NO SANTA EFIGÊNIA 3 SUÍTES, 2 VAGAS E PRÉDIO MODERNO COM LAZER COMPLETO",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-no-santa-efigenia-3-suites-2-vagas-e-predio-moderno-com-lazer-completo-1079172803,2023-08-05,Belo Horizonte,30150270,Santa Efigênia,R$ 0,R$ 0,88m²,3,3,2,Varanda,1351010,zona_leste
"APARTAMENTO ALTO PADRÃO 3 QUARTOS, SUÍTE, SANTA EFIGÊNIA, BH.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-alto-padrao-3-quartos-suite-santa-efigenia-bh-1161122280,2023-08-05,Belo Horizonte,30150270,Santa Efigênia,R$ 0,R$ 0,87m²,3,2,2,"Área de serviço, Varanda",1312644,zona_leste
BELO HORIZONTE - Apartamento Padrão - Floresta,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-floresta-1022719390,2023-08-05,Belo Horizonte,31015260,Floresta,R$ 700,R$ 400,157m²,4,5 ou mais,3,"Área de serviço, Churrasqueira, Piscina, Varanda",1300000,zona_leste
Apartamento à venda no bairro Sagrada Família  REF: 998,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-sagrada-familia-ref-998-1168984413,2023-08-05,Belo Horizonte,31030220,Sagrada Família,R$ 1,R$ 1,95m²,2,3,2,Varanda,545282,zona_leste
Anuar Donato Cobertura 3 quartos à venda Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/anuar-donato-cobertura-3-quartos-a-venda-sagrada-familia-1168970141,2023-08-05,Belo Horizonte,31030100,Sagrada Família,R$ 380,R$ 4.323,298m²,3,4,2,"Ar condicionado, Área de serviço, Varanda",1580000,zona_leste
"Apartamento à venda, 4 quartos, 1 suíte, 2 vagas, Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-1-suite-2-vagas-sagrada-familia-belo-horizonte-mg-1168889049,2023-08-05,Belo Horizonte,31035470,Sagrada Família,R$ 570,R$ 220,140m²,4,3,2,Varanda,745000,zona_leste
"Apartamento à Venda - Floresta, 2 Quartos,  68 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-floresta-2-quartos-68-m2-1168853248,2023-08-05,Belo Horizonte,31015150,Floresta,R$ 483,R$ 169,68m²,2,2,2,N/A,530000,zona_leste
"Apartamento à Venda - Pompéia, 3 Quartos,  52 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-pompeia-3-quartos-52-m2-1168852358,2023-08-05,Belo Horizonte,30280450,Pompéia,R$ 286,R$ 0,52m²,3,1,1,N/A,280000,zona_leste
"Apartamento com 4 dormitórios à venda, 133 m² por R$ 575.000,00 - Santa Tereza - Belo Hori",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-dormitorios-a-venda-133-m-por-r-575-000-00-santa-tereza-belo-hori-1168817733,2023-08-05,Belo Horizonte,31010180,Santa Tereza,R$ 300,R$ 185,133m²,4,2,3,Área de serviço,575000,zona_leste
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-961194055,2023-08-05,Belo Horizonte,31110050,Floresta,R$ 0,R$ 0,50m²,2,2,1,N/A,300000,zona_leste
"cobertura no Bairro Santa Tereza , elevador 4 vagas de garagem;",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-no-bairro-santa-tereza-elevador-4-vagas-de-garagem-992938576,2023-08-05,Belo Horizonte,31010060,Santa Tereza,R$ 632,R$ 217,160m²,3,3,4,N/A,1200000,zona_leste
"Apartamento 3 Quartos à venda, 3 quartos, 1 suíte, 2 vagas, Santa Efigênia - Belo Horizont",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-3-quartos-a-venda-3-quartos-1-suite-2-vagas-santa-efigenia-belo-horizont-1168786981,2023-08-05,Belo Horizonte,30260290,Santa Efigênia,R$ 605,R$ 224,101m²,3,2,2,"Área de serviço, Varanda",550000,zona_leste
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1002329510,2023-08-05,Belo Horizonte,31030420,Sagrada Família,R$ 250,R$ 74,85m²,3,2,2,N/A,440000,zona_leste
Venda - APARTAMENTO - SANTA EFIGENIA BELO HORIZONTE MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-santa-efigenia-belo-horizonte-mg-1008371299,2023-08-05,Belo Horizonte,30240350,Santa Efigênia,R$ 320,R$ 1.047,113m²,3,3,1,N/A,600000,zona_leste
"APARTAMENTO a VENDA no bairro SAGRADA FAMÍLIA, cidade Belo Horizonte / MG.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-sagrada-familia-cidade-belo-horizonte-mg-1132484561,2023-08-05,Belo Horizonte,31030220,Sagrada Família,R$ 250,R$ 0,62m²,2,1,1,N/A,250000,zona_leste
"Apartamento à venda, 3 quartos, 1 suíte, 1 vaga, Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-1-vaga-sagrada-familia-belo-horizonte-mg-1131643715,2023-08-05,Belo Horizonte,31030220,Sagrada Família,R$ 370,R$ 142,82m²,3,2,1,Área de serviço,385000,zona_leste
"APARTAMENTO ALTO PADRÃO 3 QUARTOS, SUÍTE, SANTA EFIGÊNIA, BH.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-alto-padrao-3-quartos-suite-santa-efigenia-bh-1161122322,2023-08-05,Belo Horizonte,30150270,Santa Efigênia,R$ 0,R$ 0,91m²,3,2,2,"Área de serviço, Varanda",1292382,zona_leste
APARTAMENTO TRÊS  QUARTOS BAIRRO  SAGRADA FAMÍLIA,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-tres-quartos-bairro-sagrada-familia-1005731888,2023-08-05,Belo Horizonte,31030514,Sagrada Família,R$ 500,R$ 100,120m²,3,2,1,N/A,400000,zona_leste
