TITLE,LINK,DATE_SCRAPE,CITY,CEP,NEIGHBORHOOD,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,APARTMENT_DETAILS,PRICE,REGION
"Cobertura à venda, 4 quartos, 1 suíte, 2 vagas, Rio Branco - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-4-quartos-1-suite-2-vagas-rio-branco-belo-horizonte-mg-1066359190,2023-08-05,Belo Horizonte,31530590,Rio Branco,R$ 0,R$ 0,131m²,4,2,2,Área de serviço,650000,venda_nova
"Apartamento com 2 Quartos e 2 banheiros à Venda na Região da Pampulha, 60 m² por R$ 220.00",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-quartos-e-2-banheiros-a-venda-na-regiao-da-pampulha-60-m-por-r-220-00-1049752066,2023-08-05,Belo Horizonte,31540230,Jardim Leblon,R$ 297,R$ 0,60m²,2,2,1,N/A,220000,venda_nova
Belo Horizonte - Apartamento Padrão - São João Batista (Venda Nova),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-joao-batista-venda-nova-1128803307,2023-08-05,Belo Horizonte,31520070,São João Batista (Venda Nova),R$ 70,R$ 0,55m²,2,1,1,N/A,260000,venda_nova
"Linda Cobertura, a venda, 2 quartos, vista panorâmica, vaga demarcada no Piratininga",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/linda-cobertura-a-venda-2-quartos-vista-panoramica-vaga-demarcada-no-piratininga-987435113,2023-08-05,Belo Horizonte,31573080,Piratininga (Venda Nova),R$ 0,R$ 0,53m²,2,1,1,Área de serviço,350000,venda_nova
"Cobertura com excelente acabamento, 3 Quartos e 2 banheiros à Venda, 140 m² por R$ 580.000",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-excelente-acabamento-3-quartos-e-2-banheiros-a-venda-140-m-por-r-580-000-1093182673,2023-08-05,Belo Horizonte,31535630,Candelária,R$ 200,R$ 1.200,140m²,3,3,2,N/A,580000,venda_nova
"Apartamento com 2 Quartos 1 vaga a venda,75m2 por R$ 270.000",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-quartos-1-vaga-a-venda-75m2-por-r-270-000-1053235676,2023-08-05,Belo Horizonte,31660100,Mantiqueira,R$ 0,R$ 0,75m²,2,1,1,N/A,270000,venda_nova
Linda cobertura com 2 quartos e espaço gourmet.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/linda-cobertura-com-2-quartos-e-espaco-gourmet-1048567455,2023-08-05,Belo Horizonte,31550550,Copacabana,R$ 0,R$ 0,88m²,2,2,1,N/A,294900,venda_nova
BELO HORIZONTE - Apartamento Padrão - Piratininga (Venda Nova),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-piratininga-venda-nova-1078475095,2023-08-05,Belo Horizonte,31570420,Piratininga (Venda Nova),R$ 0,R$ 0,90m²,2,2,1,N/A,309000,venda_nova
BELO HORIZONTE - Apartamento Padrão - São João Batista (Venda Nova),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-joao-batista-venda-nova-1045539748,2023-08-05,Belo Horizonte,31515240,São João Batista (Venda Nova),R$ 0,R$ 0,110m²,4,2,3,"Área de serviço, Varanda",505000,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-991725507,2023-08-05,Belo Horizonte,31535522,Candelária,R$ 600,R$ 1.320,73m²,3,1,1,"Churrasqueira, Piscina",320000,venda_nova
"Cobertura com 3 dormitórios à venda, 100 m² por R$ 495.000,00 - Letícia - Belo Horizonte/M",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-dormitorios-a-venda-100-m-por-r-495-000-00-leticia-belo-horizonte-m-992103886,2023-08-05,Belo Horizonte,31570200,Letícia,R$ 1,R$ 1,100m²,3,3,2,Área de serviço,495000,venda_nova
"Cobertura, a venda, nova, 2 quartos, 2 salas, terraço, churrasqueira, 1 vaga demarcada no ",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-nova-2-quartos-2-salas-terraco-churrasqueira-1-vaga-demarcada-no-1040465656,2023-08-05,Belo Horizonte,31550550,Copacabana,R$ 0,R$ 0,96m²,2,1,1,"Área de serviço, Churrasqueira",349000,venda_nova
Apartamento à venda no bairro Rio Branco - Belo Horizonte/MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-rio-branco-belo-horizonte-mg-1163073895,2023-08-05,Belo Horizonte,31535100,Rio Branco,R$ 250,R$ 120,113m²,3,2,2,Área de serviço,680000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Santa Mônica,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-monica-984691473,2023-08-05,Belo Horizonte,31530530,Rio Branco,R$ 100,R$ 88,114m²,3,1,1,"Área de serviço, Varanda",410000,venda_nova
"Apartamento Garden à venda, 100 m² por R$ 270.000,00 - Mantiqueira - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-a-venda-100-m-por-r-270-000-00-mantiqueira-belo-horizonte-mg-1079598344,2023-08-05,Belo Horizonte,31660100,Mantiqueira,R$ 10,R$ 10,100m²,2,1,1,Área de serviço,270000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Rio Branco,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-rio-branco-1041969492,2023-08-05,Belo Horizonte,31535200,Rio Branco,R$ 0,R$ 0,72m²,3,2,1,Área de serviço,415000,venda_nova
BELO HORIZONTE - Apartamento Padrão - MANTIQUEIRA,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-mantiqueira-1080980282,2023-08-05,Belo Horizonte,31660380,Mantiqueira,R$ 0,R$ 0,44m²,2,1,1,N/A,238000,venda_nova
Belo Horizonte - Apartamento Padrão - Sinimbu,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sinimbu-998434392,2023-08-05,Belo Horizonte,31530590,Rio Branco,R$ 150,R$ 0,131m²,4,1,2,N/A,650000,venda_nova
Apartamento à Venda - 2 Quartos - 1 Vaga sob pilotis - 60m² - Bairro Letícia - Venda Nova,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-sob-pilotis-60m-bairro-leticia-venda-nova-1157227462,2023-08-05,Belo Horizonte,31570230,Letícia,R$ 150,R$ 60,60m²,2,1,1,Área de serviço,259000,venda_nova
Apartamento - BH - Piratininga - 2 Quartos - 1 Vaga,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-bh-piratininga-2-quartos-1-vaga-1136014524,2023-08-05,Belo Horizonte,31573550,Piratininga (Venda Nova),R$ 200,R$ 0,44m²,2,1,1,N/A,130000,venda_nova
"Apartamento com 3 Quartos e 2 banheiros à Venda, 70 m² por R$ 320.000",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-quartos-e-2-banheiros-a-venda-70-m-por-r-320-000-1121195987,2023-08-05,Belo Horizonte,31515240,São João Batista (Venda Nova),R$ 200,R$ 1.300,70m²,3,2,2,N/A,350000,venda_nova
Cobertura com Armários Planejados - BH - Piratininga - 2 Quartos (1 Suíte) - 1 Vaga,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-armarios-planejados-bh-piratininga-2-quartos-1-suite-1-vaga-1062335098,2023-08-05,Belo Horizonte,31573060,Piratininga (Venda Nova),R$ 1,R$ 1,130m²,2,2,1,Churrasqueira,390000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Rio Branco,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-rio-branco-1038366315,2023-08-05,Belo Horizonte,31535350,Rio Branco,R$ 1,R$ 1,98m²,2,2,1,"Área de serviço, Varanda",350000,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1019192790,2023-08-05,Belo Horizonte,31520070,São João Batista (Venda Nova),R$ 60,R$ 0,60m²,2,2,1,N/A,230000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Maria Helena,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-maria-helena-1122759447,2023-08-05,Belo Horizonte,31680400,Maria Helena,R$ 100,R$ 0,50m²,2,1,1,N/A,190000,venda_nova
ÁREA PRIVATIVA  120 M²  3 QUARTOS  2 BANHEIROS  1 SUÍTE  2 VAGAS  COPACABANA - BH,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-120-m-3-quartos-2-banheiros-1-suite-2-vagas-copacabana-bh-1039017638,2023-08-05,Belo Horizonte,31540524,Copacabana,R$ 200,R$ 89,120m²,3,2,2,N/A,450000,venda_nova
"Cobertura com 2 Quartos à Venda, 100 m² por R$ 309.000",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-2-quartos-a-venda-100-m-por-r-309-000-993920568,2023-08-05,Belo Horizonte,31570420,Piratininga (Venda Nova),R$ 0,R$ 0,100m²,2,1,1,N/A,309000,venda_nova
"Apartamento à Venda - Copacabana, 3 Quartos,  64 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-copacabana-3-quartos-64-m2-1115198642,2023-08-05,Belo Horizonte,31550540,Copacabana,R$ 150,R$ 0,64m²,3,1,1,N/A,240000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Candelária,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-candelaria-1134985549,2023-08-05,Belo Horizonte,31535630,Candelária,R$ 0,R$ 0,128m²,3,2,2,"Área de serviço, Varanda",580000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Jardim Dos Comerciários,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-jardim-dos-comerciarios-1119325709,2023-08-05,Belo Horizonte,31640065,Jardim dos Comerciários (Venda Nova),R$ 0,R$ 0,56m²,2,1,1,Área de serviço,245000,venda_nova
Venda Residential / Penthouse Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-penthouse-belo-horizonte-mg-1026996495,2023-08-05,Belo Horizonte,31570200,Letícia,R$ 0,R$ 0,100m²,3,4,2,N/A,495000,venda_nova
"Apartamento com 2 dormitórios à venda, 47 m² por R$ 140.000,00 - Venda Nova - Belo Horizon",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-47-m-por-r-140-000-00-venda-nova-belo-horizon-1063833227,2023-08-05,Belo Horizonte,31510000,Venda Nova,R$ 10,R$ 10,48m²,2,1,0,Área de serviço,140000,venda_nova
"Apartamento Garden Residencial à venda, Parque Leblon, Belo Horizonte - .",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-residencial-a-venda-parque-leblon-belo-horizonte-995143602,2023-08-05,Belo Horizonte,31540390,Jardim Leblon,R$ 0,R$ 0,70m²,3,2,1,Área de serviço,350000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Rio Branco,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-rio-branco-1057324829,2023-08-05,Belo Horizonte,31535350,Rio Branco,R$ 1,R$ 1,54m²,2,2,1,"Área de serviço, Varanda",350000,venda_nova
Belo Horizonte - Apartamento Padrão - Europa,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-europa-1173148348,2023-08-05,Belo Horizonte,31620315,Europa,R$ 200,R$ 0,50m²,2,1,1,Armários na cozinha,158000,venda_nova
Venda Residential / Penthouse Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-penthouse-belo-horizonte-mg-1173125841,2023-08-05,Belo Horizonte,31520190,São João Batista (Venda Nova),R$ 200,R$ 140,120m²,3,3,2,N/A,550000,venda_nova
Área Privativa 2 quartos 1 vaga Rio Branco,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-2-quartos-1-vaga-rio-branco-1061200073,2023-08-05,Belo Horizonte,31535350,Rio Branco,R$ 1,R$ 1,68m²,2,1,1,N/A,300000,venda_nova
Área Privativa 3 quartos 1 vaga Leblon,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-3-quartos-1-vaga-leblon-1073490385,2023-08-05,Belo Horizonte,31540490,Jardim Leblon,R$ 10,R$ 1,100m²,3,1,1,N/A,395000,venda_nova
"Apartamento para Venda em Belo Horizonte, Rio Branco, 2 dormitórios, 1 banheiro, 2 vagas",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-em-belo-horizonte-rio-branco-2-dormitorios-1-banheiro-2-vagas-1004229190,2023-08-05,Belo Horizonte,31535710,Rio Branco,R$ 1,R$ 1,50m²,2,1,2,Academia,304000,venda_nova
"Apartamento à venda, 48 m² por R$ 249.000,00 - Copacabana - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-48-m-por-r-249-000-00-copacabana-belo-horizonte-mg-1046892867,2023-08-05,Belo Horizonte,31540620,Copacabana,R$ 10,R$ 10,48m²,2,1,1,N/A,249000,venda_nova
"Cobertura com ITBI E REGISTRO GRÁTIS com 2 dormitórios à venda, 88 m² por R$ 340.000 - Rio",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-itbi-e-registro-gratis-com-2-dormitorios-a-venda-88-m-por-r-340-000-rio-1036852402,2023-08-05,Belo Horizonte,31535350,Rio Branco,R$ 1,R$ 1,88m²,2,1,1,Área de serviço,340000,venda_nova
Apartamento para venda tem 68 metros quadrados com 2 quartos em Candelária - Belo Horizont,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-tem-68-metros-quadrados-com-2-quartos-em-candelaria-belo-horizont-1093513884,2023-08-05,Belo Horizonte,31510260,Candelária,R$ 250,R$ 300,68m²,2,3,1,Churrasqueira,430000,venda_nova
"Apartamento à venda, 100 m² por R$ 319.000,00 - São João Batista (Venda Nova) - Belo Horiz",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-100-m-por-r-319-000-00-sao-joao-batista-venda-nova-belo-horiz-1173067558,2023-08-05,Belo Horizonte,31520200,São João Batista (Venda Nova),R$ 250,R$ 1.169,100m²,3,1,2,N/A,319000,venda_nova
"Área privativa, 2 quartos, 2 vagas sob pilotis - Candelária - Belo Horizonte",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-2-quartos-2-vagas-sob-pilotis-candelaria-belo-horizonte-1154536357,2023-08-05,Belo Horizonte,31510310,Candelária,R$ 0,R$ 0,50m²,2,1,2,Área de serviço,379000,venda_nova
Apartamento para venda com 53 metros quadrados com 2 quartos em Venda Nova - Belo Horizont,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-com-53-metros-quadrados-com-2-quartos-em-venda-nova-belo-horizont-1087807797,2023-08-05,Belo Horizonte,31615250,Venda Nova,R$ 300,R$ 70,53m²,2,1,1,N/A,210000,venda_nova
"Apartamento Tipo, 3 quartos à venda, 75 m² por R$ 320.000,00 - São João Batista (Venda Nov",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-tipo-3-quartos-a-venda-75-m-por-r-320-000-00-sao-joao-batista-venda-nov-1048738756,2023-08-05,Belo Horizonte,31515240,São João Batista (Venda Nova),R$ 0,R$ 0,75m²,3,2,2,Área de serviço,320000,venda_nova
Apartamento para venda tem 59 metros quadrados com 2 quartos,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-tem-59-metros-quadrados-com-2-quartos-1063189258,2023-08-05,Belo Horizonte,31630340,Serra Verde (Venda Nova),R$ 50,R$ 100,59m²,2,1,1,N/A,219000,venda_nova
"Apartamento com 2 Quartos 1 vaga a venda,69m2 por R$ 320.000",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-quartos-1-vaga-a-venda-69m2-por-r-320-000-1126331180,2023-08-05,Belo Horizonte,31535350,Rio Branco,R$ 1,R$ 1,69m²,2,1,1,N/A,320000,venda_nova
área Privativa  2 qiartos - Candelária,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-2-qiartos-candelaria-1017477869,2023-08-05,Belo Horizonte,31510220,Candelária,R$ 0,R$ 0,65m²,2,1,1,N/A,269000,venda_nova
"Apartamento à venda, 2 quartos, 1 vaga, Letícia - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-leticia-belo-horizonte-mg-995108731,2023-08-05,Belo Horizonte,31570370,Letícia,R$ 0,R$ 0,44m²,2,1,1,N/A,225000,venda_nova
Cobertura - 2 Quartos - 1 Vaga - Letícia - Venda Nova BH,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-2-quartos-1-vaga-leticia-venda-nova-bh-1124960011,2023-08-05,Belo Horizonte,31570420,Piratininga (Venda Nova),R$ 160,R$ 90,100m²,2,2,1,Área de serviço,309000,venda_nova
"Cobertura com 2 dormitórios à venda, 90 m² por R$ 360.000,00 - São João Batista (Venda Nov",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-2-dormitorios-a-venda-90-m-por-r-360-000-00-sao-joao-batista-venda-nov-1148343400,2023-08-05,Belo Horizonte,31520120,São João Batista (Venda Nova),R$ 220,R$ 110,90m²,2,1,1,Área de serviço,360000,venda_nova
"Apartamento com 2 Quartos à Venda,50m² por R$ 239.000",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-quartos-a-venda-50m-por-r-239-000-993920740,2023-08-05,Belo Horizonte,31570160,Letícia,R$ 1,R$ 1,50m²,2,1,1,N/A,239000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Piratininga (Venda Nova),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-piratininga-venda-nova-1078471227,2023-08-05,Belo Horizonte,31573080,Piratininga (Venda Nova),R$ 0,R$ 0,71m²,2,1,1,N/A,249000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Candelária,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-candelaria-1122759265,2023-08-05,Belo Horizonte,31510150,Candelária,R$ 0,R$ 0,189m²,3,1,2,Varanda,598594,venda_nova
"Apartamento com 113m² no Jardim Leblon, 3 quartos, sendo 1 suíte, sala para 2 ambientes",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-113m-no-jardim-leblon-3-quartos-sendo-1-suite-sala-para-2-ambientes-981593959,2023-08-05,Belo Horizonte,31540600,Jardim Leblon,R$ 200,R$ 2.400,113m²,3,3,3,Varanda,570000,venda_nova
Apartamento à venda no bairro Letícia - Belo Horizonte/MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-leticia-belo-horizonte-mg-1107107525,2023-08-05,Belo Horizonte,31570180,Letícia,R$ 150,R$ 100,116m²,3,1,1,N/A,369000,venda_nova
Apartamento no coração do Rio Branco com 2 Quartos,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-no-coracao-do-rio-branco-com-2-quartos-1107140276,2023-08-05,Belo Horizonte,31535030,Rio Branco,R$ 350,R$ 300,45m²,2,1,1,N/A,319000,venda_nova
"Cobertura alto padrão, com 4 Quartos e 3 banheiros à Venda, 132m² por R$ 650.000 Bairro Sa",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-alto-padrao-com-4-quartos-e-3-banheiros-a-venda-132m-por-r-650-000-bairro-sa-1120791166,2023-08-05,Belo Horizonte,31530590,Rio Branco,R$ 200,R$ 1.200,132m²,4,3,2,Churrasqueira,650000,venda_nova
Belo Horizonte - Apartamento Padrão - Letícia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-leticia-1111983066,2023-08-05,Belo Horizonte,31570200,Letícia,R$ 0,R$ 0,120m²,3,2,2,N/A,495000,venda_nova
Belo Horizonte - Apartamento Padrão - Copacabana,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-copacabana-1147220136,2023-08-05,Belo Horizonte,31550130,Copacabana,R$ 0,R$ 0,92m²,3,1,1,N/A,500000,venda_nova
BELO HORIZONTE - Apartamento Padrão - LETÍCIA,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-leticia-1023508539,2023-08-05,Belo Horizonte,31570200,Letícia,R$ 0,R$ 0,90m²,3,2,2,Varanda,450000,venda_nova
Apartamento para venda tem 60 metros quadrados com 2 quartos em Copacabana - Belo Horizont,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-tem-60-metros-quadrados-com-2-quartos-em-copacabana-belo-horizont-1011955962,2023-08-05,Belo Horizonte,31550140,Copacabana,R$ 0,60m²,1,2,1,Padrão,N/A,250000,venda_nova
"Área Privativa Bairro Copacabana 110,17m², 2 quartos, suíte, 2 vagas, área de lazer com pi",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-bairro-copacabana-110-17m-2-quartos-suite-2-vagas-area-de-lazer-com-pi-987924637,2023-08-05,Belo Horizonte,31540530,Copacabana,R$ 350,R$ 929,65m²,2,2,2,N/A,330000,venda_nova
"APARTAMENTO | 2 QUARTOS | 01 VAGA | BAIRRO EUROPA - R$ 150.000,00",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-2-quartos-01-vaga-bairro-europa-r-150-000-00-987444638,2023-08-05,Belo Horizonte,31620240,Europa,R$ 166,R$ 0,49m²,2,1,1,N/A,150000,venda_nova
COBERTURAS 3 QUARTOS - CANDELARIA,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/coberturas-3-quartos-candelaria-987826038,2023-08-05,Belo Horizonte,31510210,Candelária,R$ 0,R$ 0,116m²,3,2,1,N/A,435000,venda_nova
