TITLE,LINK,DATE_SCRAPE,CITY,CEP,NEIGHBORHOOD,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,APARTMENT_DETAILS,PRICE,REGION
"Apartamento com 2 dormitórios à venda, 50 m² por R$ 218.000,00 - Copacabana - Belo Horizon",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-50-m-por-r-218-000-00-copacabana-belo-horizon-1013253695,2023-08-05,Belo Horizonte,31540540,Copacabana,R$ 150,R$ 1,50m²,2,1,1,Área de serviço,218000,venda_nova
Apartamento com 2 quartos e 1 vaga,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-quartos-e-1-vaga-1169727886,2023-08-05,Belo Horizonte,31570390,Letícia,R$ 200,R$ 0,50m²,2,1,1,N/A,250000,venda_nova
"Cobertura nova com 3 quartos, suíte e 2 vagas",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-nova-com-3-quartos-suite-e-2-vagas-1169726811,2023-08-05,Belo Horizonte,31510210,Candelária,R$ 0,R$ 0,90m²,3,1,2,N/A,435000,venda_nova
"Cobertura nova com 3 quartos, suíte e 2 vagas",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-nova-com-3-quartos-suite-e-2-vagas-1169718703,2023-08-05,Belo Horizonte,31540390,Jardim Leblon,R$ 0,R$ 0,85m²,3,1,2,N/A,450000,venda_nova
Área privativa nova sendo 3 quartos e 1 vaga,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-nova-sendo-3-quartos-e-1-vaga-1075714588,2023-08-05,Belo Horizonte,31540490,Jardim Leblon,R$ 0,R$ 0,60m²,3,1,1,N/A,359000,venda_nova
"Cobertura com elevador 3 quartos, suíte e 2 vagas",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-elevador-3-quartos-suite-e-2-vagas-1064616301,2023-08-05,Belo Horizonte,31570200,Letícia,R$ 0,R$ 0,70m²,3,1,2,N/A,490000,venda_nova
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, São João Batista - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-sao-joao-batista-belo-horizonte-mg-995108673,2023-08-05,Belo Horizonte,31515240,São João Batista (Venda Nova),R$ 0,R$ 0,60m²,3,2,2,Área de serviço,320000,venda_nova
Apartamento para venda tem 45 metros quadrados com 2 quartos,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-tem-45-metros-quadrados-com-2-quartos-1139232267,2023-08-05,Belo Horizonte,31540060,Piratininga (Venda Nova),R$ 0,R$ 0,45m²,2,1,2,N/A,215000,venda_nova
Belo Horizonte - Apartamento Padrão - Santa Amélia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-santa-amelia-992064964,2023-08-05,Belo Horizonte,31550275,Santa Amélia,R$ 240,R$ 1.100,54m²,2,2,1,N/A,275000,venda_nova
"Apartamento à venda, 2 quartos, Maria Helena - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-maria-helena-belo-horizonte-mg-1022025885,2023-08-05,Belo Horizonte,31680030,Maria Helena,R$ 0,R$ 0,52m²,2,1,0,Área de serviço,189000,venda_nova
Belo Horizonte - Apartamento Padrão - Letícia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-leticia-1099147713,2023-08-05,Belo Horizonte,31570370,Letícia,R$ 100,R$ 0,120m²,2,1,2,N/A,370000,venda_nova
Apartamento a venda de 2 quarto no RIo Branco,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-de-2-quarto-no-rio-branco-1075449441,2023-08-05,Belo Horizonte,31535300,Rio Branco,R$ 0,R$ 0,60m²,2,2,1,"Academia, Piscina, Varanda",215000,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1087015483,2023-08-05,Belo Horizonte,31550140,Copacabana,R$ 180,R$ 0,50m²,2,1,1,N/A,239000,venda_nova
Venda Residential / Penthouse Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-penthouse-belo-horizonte-mg-1034048106,2023-08-05,Belo Horizonte,31510260,Candelária,R$ 100,R$ 600,104m²,2,2,1,N/A,419000,venda_nova
Apartamento para venda tem 50 metros quadrados com 2 quartos,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-tem-50-metros-quadrados-com-2-quartos-1011981992,2023-08-05,Belo Horizonte,31520120,São João Batista (Venda Nova),R$ 0,R$ 0,50m²,2,1,1,N/A,220000,venda_nova
APARTAMENTOS NOVOS 2 QUARTOS 1 VAGA ELEVADOR NO MANTIQUEIRA PROXIMO R PE. PEDRO PINTO,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamentos-novos-2-quartos-1-vaga-elevador-no-mantiqueira-proximo-r-pe-pedro-pinto-1072990706,2023-08-05,Belo Horizonte,31660380,Mantiqueira,R$ 0,R$ 0,47m²,2,1,1,Área de serviço,231500,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1043028185,2023-08-05,Belo Horizonte,31520070,São João Batista (Venda Nova),R$ 200,R$ 0,60m²,2,2,1,N/A,220500,venda_nova
Cobertura decorada com 2 quartos e 1 vaga,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-decorada-com-2-quartos-e-1-vaga-1169349475,2023-08-05,Belo Horizonte,31540380,Jardim Leblon,R$ 180,R$ 850,50m²,2,1,1,"Churrasqueira, Varanda",329000,venda_nova
BELO HORIZONTE - Apartamento Padrão - São João Batista,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-joao-batista-1147780315,2023-08-05,Belo Horizonte,31520190,São João Batista (Venda Nova),R$ 1,R$ 1,120m²,3,2,2,"Área de serviço, Varanda",550000,venda_nova
Venda Residential / Penthouse Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-penthouse-belo-horizonte-mg-1131876126,2023-08-05,Belo Horizonte,31550130,Copacabana,R$ 0,R$ 0,92m²,3,1,1,N/A,556000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Copacabana,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-copacabana-1041026889,2023-08-05,Belo Horizonte,31550550,Copacabana,R$ 1,R$ 2,105m²,2,1,1,Área de serviço,379000,venda_nova
Apartamento para venda com 68 metros quadrados com 3 quartos em Letícia - Belo Horizonte -,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-com-68-metros-quadrados-com-3-quartos-em-leticia-belo-horizonte-1041889494,2023-08-05,Belo Horizonte,31570010,Letícia,R$ 230,R$ 0,68m²,3,1,1,N/A,200000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Piratininga,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-piratininga-1100000276,2023-08-05,Belo Horizonte,31573510,Piratininga (Venda Nova),R$ 119,R$ 1,50m²,2,1,1,N/A,239000,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-961193729,2023-08-05,Belo Horizonte,31550550,Copacabana,R$ 110,R$ 0,50m²,2,1,1,N/A,175000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Letícia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-leticia-1122759364,2023-08-05,Belo Horizonte,31570170,Letícia,R$ 0,R$ 0,81m²,2,1,1,N/A,220000,venda_nova
Venda - APARTAMENTO - RIO BRANCO BELO HORIZONTE MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-rio-branco-belo-horizonte-mg-1008372812,2023-08-05,Belo Horizonte,31535710,Rio Branco,R$ 0,R$ 0,50m²,2,1,2,N/A,309000,venda_nova
Apartamento para venda com 65 metros quadrados com 3 quartos em Jardim Leblon - Belo Horiz,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-com-65-metros-quadrados-com-3-quartos-em-jardim-leblon-belo-horiz-1011956075,2023-08-05,Belo Horizonte,31540490,Jardim Leblon,R$ 110,R$ 0,65m²,3,2,1,N/A,185000,venda_nova
"Apartamento à venda, 2 quartos, 1 suíte, 1 vaga, Europa - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-suite-1-vaga-europa-belo-horizonte-mg-1118243925,2023-08-05,Belo Horizonte,31620300,Europa,R$ 130,R$ 0,49m²,2,1,1,N/A,140000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Mantiqueira,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-mantiqueira-1043237485,2023-08-05,Belo Horizonte,31660100,Mantiqueira,R$ 1,R$ 1,50m²,2,2,1,N/A,285000,venda_nova
"Apartamento, a venda, 3 quartos, varanda, suíte, elevador, 2 vagas pilotis no Santa Mônica",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-varanda-suite-elevador-2-vagas-pilotis-no-santa-monica-1036994820,2023-08-05,Belo Horizonte,31530590,Rio Branco,R$ 0,R$ 0,70m²,3,2,2,"Área de serviço, Varanda",395000,venda_nova
"Apartamento com 2 quartos 1 banheiro 1 vaga,45m2 por R$ 205.000",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-quartos-1-banheiro-1-vaga-45m2-por-r-205-000-1075007002,2023-08-05,Belo Horizonte,31540050,Piratininga (Venda Nova),R$ 1,R$ 1,45m²,2,1,1,N/A,205000,venda_nova
Cobertura com Armários Planejados - BH - Jardim Leblon - 2 Quartos - 2 Vagas,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-armarios-planejados-bh-jardim-leblon-2-quartos-2-vagas-1137309614,2023-08-05,Belo Horizonte,31540500,Jardim Leblon,R$ 250,R$ 780,100m²,2,2,2,"Churrasqueira, Varanda",320000,venda_nova
Venda - AREA PRIVATIVA - COPACABANA BELO HORIZONTE MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-area-privativa-copacabana-belo-horizonte-mg-1115807350,2023-08-05,Belo Horizonte,31550130,Copacabana,R$ 0,R$ 0,62m²,2,1,1,N/A,354000,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1121332153,2023-08-05,Belo Horizonte,31530590,Rio Branco,R$ 120,R$ 10,77m²,3,2,2,N/A,380000,venda_nova
BELO HORIZONTE - Apartamento Padrão - São João Batista (Venda Nova),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-joao-batista-venda-nova-995659446,2023-08-05,Belo Horizonte,31515240,São João Batista (Venda Nova),R$ 0,R$ 0,65m²,3,2,2,N/A,320000,venda_nova
Lindo Apartamento 2 quartos - Jardim Leblon,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lindo-apartamento-2-quartos-jardim-leblon-987823322,2023-08-05,Belo Horizonte,31540380,Jardim Leblon,R$ 0,R$ 0,45m²,2,1,1,N/A,195000,venda_nova
"Apartamento à venda, 2 quartos, 1 vaga, Piratininga - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-piratininga-belo-horizonte-mg-995108789,2023-08-05,Belo Horizonte,31573080,Piratininga (Venda Nova),R$ 0,R$ 0,45m²,2,1,1,Área de serviço,249000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Copacabana,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-copacabana-1040530923,2023-08-05,Belo Horizonte,31550550,Copacabana,R$ 1,R$ 1,48m²,2,1,1,Área de serviço,239000,venda_nova
BELO HORIZONTE - Apartamento Padrão - SÃO JOÃO BATISTA (VENDA NOVA),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-joao-batista-venda-nova-1169172147,2023-08-05,Belo Horizonte,31515100,São João Batista (Venda Nova),R$ 210,R$ 1,52m²,2,1,1,"Área de serviço, Armários na cozinha, Churrasqueira",157000,venda_nova
BELO HORIZONTE - Padrão - Rio Branco,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-padrao-rio-branco-933821508,2023-08-05,Belo Horizonte,31530530,Rio Branco,R$ 0,R$ 0,64m²,3,2,1,N/A,289000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Candelária,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-candelaria-1134934820,2023-08-05,Belo Horizonte,31535630,Candelária,R$ 0,R$ 0,128m²,3,2,2,"Área de serviço, Varanda",580000,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1072235773,2023-08-05,Belo Horizonte,31540490,Jardim Leblon,R$ 0,R$ 111,110m²,3,1,1,N/A,389000,venda_nova
"Apartamento com 3 dormitórios à venda, 60 m² por R$ 329.000,00 - Parque Leblon - Belo Hori",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-60-m-por-r-329-000-00-parque-leblon-belo-hori-1091405156,2023-08-05,Belo Horizonte,31540490,Jardim Leblon,R$ 0,R$ 0,60m²,3,1,1,N/A,329000,venda_nova
"Excelente Cobertura 2 quartos, suíte - Candelária",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-cobertura-2-quartos-suite-candelaria-989808916,2023-08-05,Belo Horizonte,31510260,Candelária,R$ 0,R$ 0,113m²,2,1,1,N/A,429000,venda_nova
Belo Horizonte - Apartamento Padrão - Candelária,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-candelaria-931336628,2023-08-05,Belo Horizonte,31510100,Candelária,R$ 0,R$ 0,60m²,2,1,1,N/A,259000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Letícia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-leticia-1034726662,2023-08-05,Belo Horizonte,31535252,Rio Branco,R$ 1,R$ 1,65m²,2,1,1,N/A,250000,venda_nova
Apartamento com Área Privativa para comprar Europa Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-area-privativa-para-comprar-europa-belo-horizonte-1155366153,2023-08-05,Belo Horizonte,31620315,Europa,R$ 200,R$ 0,47m²,2,1,1,N/A,130000,venda_nova
Belo Horizonte - Apartamento Padrão - Minascaixa,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-minascaixa-1132224996,2023-08-05,Belo Horizonte,31610390,Minascaixa,R$ 140,R$ 400,49m²,2,1,1,N/A,180000,venda_nova
COBERTURA DE 02 QUATOR VARANDA GOUMERT,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-de-02-quator-varanda-goumert-1044947300,2023-08-05,Belo Horizonte,31550550,Copacabana,R$ 100,R$ 80,96m²,2,2,1,Varanda,349000,venda_nova
BELO HORIZONTE - Cobertura - Jardim Leblon,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-cobertura-jardim-leblon-1067782445,2023-08-05,Belo Horizonte,31540390,Jardim Leblon,R$ 150,R$ 450,72m²,3,1,2,N/A,430000,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1027732149,2023-08-05,Belo Horizonte,31550275,Santa Amélia,R$ 0,R$ 0,140m²,3,2,1,N/A,519000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Letícia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-leticia-986267040,2023-08-05,Belo Horizonte,31570390,Letícia,R$ 0,R$ 0,66m²,3,2,1,Área de serviço,300000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Candelária,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-candelaria-1072107770,2023-08-05,Belo Horizonte,31535630,Candelária,R$ 1,R$ 1,130m²,3,2,2,Área de serviço,580000,venda_nova
Cobertura 4 quartos 1 vaga São João Batista,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-4-quartos-1-vaga-sao-joao-batista-1156183471,2023-08-05,Belo Horizonte,31510480,São João Batista (Venda Nova),R$ 100,R$ 110,150m²,4,3,1,N/A,480000,venda_nova
Apartamento Novo - BH - Candelária - 3 Quartos (1 Suíte) - 2 vagas - Elevador,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-novo-bh-candelaria-3-quartos-1-suite-2-vagas-elevador-1083200187,2023-08-05,Belo Horizonte,31535630,Candelária,R$ 1,R$ 1,63m²,3,2,2,N/A,330000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Mantiqueira,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-mantiqueira-1122759036,2023-08-05,Belo Horizonte,31655520,Mantiqueira,R$ 0,R$ 0,77m²,3,2,1,N/A,300000,venda_nova
BELO HORIZONTE - Apartamento Padrão - São João Batista (Venda Nova),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-joao-batista-venda-nova-1122759336,2023-08-05,Belo Horizonte,31515060,São João Batista (Venda Nova),R$ 250,R$ 0,66m²,3,2,1,Piscina,200000,venda_nova
"Área privativa com 3 dormitórios à venda, 110 m² por R$ 395.000 - Parque Leblon - Belo Hor",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-com-3-dormitorios-a-venda-110-m-por-r-395-000-parque-leblon-belo-hor-1091404878,2023-08-05,Belo Horizonte,31540490,Jardim Leblon,R$ 0,R$ 0,110m²,3,1,1,Área de serviço,395000,venda_nova
Belo Horizonte - Apartamento Padrão - Copacabana,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-copacabana-1113417801,2023-08-05,Belo Horizonte,31550100,Copacabana,R$ 0,R$ 0,62m²,2,1,1,N/A,354000,venda_nova
Apartamento 02 quartos bairro Jardim Leblon,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-02-quartos-bairro-jardim-leblon-1168683792,2023-08-05,Belo Horizonte,31540050,Piratininga (Venda Nova),R$ 6,R$ 6,45m²,2,1,1,Área de serviço,216000,venda_nova
Belo Horizonte - Apartamento Padrão - Letícia,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-leticia-959030839,2023-08-05,Belo Horizonte,31570200,Letícia,R$ 0,R$ 0,60m²,3,1,1,N/A,295000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Copacabana,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-copacabana-1122759204,2023-08-05,Belo Horizonte,31540522,Copacabana,R$ 273,R$ 170,240m²,3,4,1,Varanda,590000,venda_nova
Venda Apartamento 2 quartos Jardim Leblon Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-jardim-leblon-belo-horizonte-941638554,2023-08-05,Belo Horizonte,31540230,Jardim Leblon,R$ 0,R$ 79,56m²,2,2,1,N/A,230000,venda_nova
Belo Horizonte - Apartamento Padrão - Copacabana,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-copacabana-992065425,2023-08-05,Belo Horizonte,31550100,Copacabana,R$ 267,R$ 993,79m²,2,1,2,Armários na cozinha,297000,venda_nova
"Apartamento à venda, 2 quartos, 1 vaga, Europa - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-europa-belo-horizonte-mg-1079712003,2023-08-05,Belo Horizonte,31620300,Europa,R$ 0,R$ 0,49m²,2,1,1,N/A,155000,venda_nova
BELO HORIZONTE - Apartamento Padrão - São João Batista (Venda Nova),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sao-joao-batista-venda-nova-1122759000,2023-08-05,Belo Horizonte,31520230,São João Batista (Venda Nova),R$ 100,R$ 600,65m²,3,1,2,N/A,350000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Copacabana,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-copacabana-1040528427,2023-08-05,Belo Horizonte,31550550,Copacabana,R$ 1,R$ 2,48m²,2,1,1,Área de serviço,239000,venda_nova
Apartamento 2 quartos - Jardim Comerciarios,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-2-quartos-jardim-comerciarios-987822891,2023-08-05,Belo Horizonte,31640050,Jardim dos Comerciários (Venda Nova),R$ 0,R$ 0,43m²,2,1,1,N/A,225000,venda_nova
LINDA COBERTURA 03 QUARTOS 01 SUÍTE,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/linda-cobertura-03-quartos-01-suite-1116515634,2023-08-05,Belo Horizonte,31535630,Candelária,R$ 80,R$ 80,130m²,3,3,2,N/A,580000,venda_nova
"Predio Comercial para à venda no bairro São João Batista, Belo Horizonte",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/predio-comercial-para-a-venda-no-bairro-sao-joao-batista-belo-horizonte-988212625,2023-08-05,Belo Horizonte,31515300,São João Batista (Venda Nova),R$ 0,R$ 49.000,3178m²,0,5 ou mais,0,N/A,6900000,venda_nova
Belo Horizonte - Apartamento Padrão - Piratininga (Venda Nova),https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-piratininga-venda-nova-1168620733,2023-08-05,Belo Horizonte,31573020,Piratininga (Venda Nova),R$ 100,R$ 85,100m²,2,1,1,N/A,285000,venda_nova
"Cobertura com 2 dormitórios à venda, 53 m² por R$ 350.000,00 - Piratininga (Venda Nova) - ",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-2-dormitorios-a-venda-53-m-por-r-350-000-00-piratininga-venda-nova-1124486574,2023-08-05,Belo Horizonte,31573080,Piratininga (Venda Nova),R$ 1,R$ 1,53m²,2,1,1,Ar condicionado,350000,venda_nova
Venda Residential / Penthouse Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-penthouse-belo-horizonte-mg-1144342626,2023-08-05,Belo Horizonte,31630260,Serra Verde (Venda Nova),R$ 212,R$ 1.050,80m²,3,2,2,Churrasqueira,360000,venda_nova
Apartamento para venda possui 43 metros quadrados com 2 quartos em Rio Branco - Belo Horiz,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-possui-43-metros-quadrados-com-2-quartos-em-rio-branco-belo-horiz-1037198015,2023-08-05,Belo Horizonte,31535350,Rio Branco,R$ 0,R$ 0,43m²,2,1,1,N/A,250000,venda_nova
"Apartamento à venda, 2 quartos, 1 vaga, Candelária - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-candelaria-belo-horizonte-mg-975343278,2023-08-05,Belo Horizonte,31535670,Candelária,R$ 240,R$ 0,45m²,2,1,1,N/A,150000,venda_nova
"Cobertura com 3 quartos à venda, 63 m² por R$ 300.000 - Jardim Leblon - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-quartos-a-venda-63-m-por-r-300-000-jardim-leblon-belo-horizonte-mg-996133881,2023-08-05,Belo Horizonte,31540160,Jardim Leblon,R$ 10,R$ 10,64m²,3,1,1,Área de serviço,300000,venda_nova
Venda Residential / Apartment Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-apartment-belo-horizonte-mg-1011881181,2023-08-05,Belo Horizonte,31520120,São João Batista (Venda Nova),R$ 0,R$ 0,50m²,2,1,1,N/A,220000,venda_nova
Cobertura nova com 2 quartos e 1 vaga,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-nova-com-2-quartos-e-1-vaga-1121885480,2023-08-05,Belo Horizonte,31535350,Rio Branco,R$ 0,R$ 0,55m²,2,1,1,N/A,340000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Candelária,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-candelaria-1134938277,2023-08-05,Belo Horizonte,31535630,Candelária,R$ 0,R$ 0,63m²,3,1,2,"Área de serviço, Varanda",350000,venda_nova
"Cobertura à venda, 2 quartos, 1 suíte, 1 vaga, Candelária - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-2-quartos-1-suite-1-vaga-candelaria-belo-horizonte-mg-953276295,2023-08-05,Belo Horizonte,31510260,Candelária,R$ 0,R$ 0,100m²,2,3,1,Área de serviço,429000,venda_nova
Cobertura à Venda - 3 Quartos sendo 1 Suíte - 2 Vagas sob pilotis - Elevador até o Pilotis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-3-quartos-sendo-1-suite-2-vagas-sob-pilotis-elevador-ate-o-pilotis-1124959518,2023-08-05,Belo Horizonte,31510310,Candelária,R$ 150,R$ 100,100m²,2,2,2,Área de serviço,529000,venda_nova
"Apartamento à venda, 2 quartos, 1 vaga, Copacabana - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-copacabana-belo-horizonte-mg-995109063,2023-08-05,Belo Horizonte,31550550,Copacabana,R$ 0,R$ 0,51m²,2,1,1,Área de serviço,199000,venda_nova
Ótimo apartamento 2 quartos suite - Candelária,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/otimo-apartamento-2-quartos-suite-candelaria-989808831,2023-08-05,Belo Horizonte,31510260,Candelária,R$ 0,R$ 0,51m²,2,1,1,N/A,279000,venda_nova
Venda Residential / Penthouse Belo Horizonte MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-residential-penthouse-belo-horizonte-mg-1168147957,2023-08-05,Belo Horizonte,31573080,Piratininga (Venda Nova),R$ 0,R$ 0,85m²,2,1,1,N/A,350000,venda_nova
Belo Horizonte - Apartamento Padrão - Copacabana,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-copacabana-1009242442,2023-08-05,Belo Horizonte,31550500,Copacabana,R$ 0,R$ 0,45m²,2,1,1,N/A,185000,venda_nova
BELO HORIZONTE - Apartamento Padrão - Jardim Leblon,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-jardim-leblon-1116691835,2023-08-05,Belo Horizonte,31540230,Jardim Leblon,R$ 1,R$ 1,50m²,2,1,1,N/A,195000,venda_nova
