titulo,link,date,REGION
"Apartamento Garden com 3 dormitórios à venda, 75 m² por R$ 530.000,00 - Pompéia - Belo Hor",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-sao-geraldo-belo-horizonte-1178452873,2023-08-04 14:55:29.231885,zona_leste
Lançamento a venda Bairro Casa Branca,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-santa-efigenia-1178452487,2023-08-04 14:55:29.231885,zona_leste
Apartamento tipo.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-sao-geraldo-belo-horizonte-1178418937,2023-08-04 14:55:29.231885,zona_leste
Venda Apartamento 3 quartos Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-boa-vista-2-quartos-118-m2-1178416110,2023-08-04 14:55:29.231885,zona_leste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Sagrada Família - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-boa-vista-2-quartos-56-m2-1178416112,2023-08-04 14:55:29.231885,zona_leste
"Apartamento à Venda - Santa Efigênia, 1 Quarto,  44 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-3-dormitorios-a-venda-75-m-por-r-530-000-00-pompeia-belo-hor-1178384728,2023-08-04 14:55:29.231885,zona_leste
"Apartamento em Ana Lúcia - Sabará, MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-nova-vista-2-quartos-116-m2-1178204910,2023-08-04 14:55:29.231885,zona_leste
"Apartamento com 4 quartos à venda, 120 m² por R$ 698.000 - Santa Tereza - Belo Horizonte/M",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lancamento-a-venda-bairro-casa-branca-1178124908,2023-08-04 14:55:29.231885,zona_leste
Venda Cobertura Santa Inês Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lancamento-a-venda-bairro-casa-branca-1178123859,2023-08-04 14:55:29.231885,zona_leste
Venda Apartamento 2 quartos Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-tipo-1178045028,2023-08-04 14:55:29.231885,zona_leste
Venda Apartamento 3 quartos Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-area-privativa-1178044668,2023-08-04 14:55:29.231885,zona_leste
Venda Cobertura Boa Vista Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-sagrada-familia-belo-horizonte-1178003713,2023-08-04 14:55:29.231885,zona_leste
Venda Cobertura Santa Inês Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-horto-belo-horizonte-1177991790,2023-08-04 14:55:29.231885,zona_leste
Venda Apartamento 3 quartos Santa Inês Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-sagrada-familia-belo-horizonte-mg-1177985701,2023-08-04 14:55:29.231885,zona_leste
Apartamento á venda Bairro Santa Inês,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-paraiso-1177980609,2023-08-04 14:55:29.231885,zona_leste
Venda Apartamento 3 quartos Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-santa-efigenia-1-quarto-44-m2-1177978765,2023-08-04 14:55:29.231885,zona_leste
Venda Cobertura Sagrada Família Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-em-ana-lucia-sabara-mg-1177969289,2023-08-04 14:55:29.231885,zona_leste
Venda - APARTAMENTO - SANTA EFIGENIA BELO HORIZONTE MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-em-ana-lucia-sabara-mg-1177963615,2023-08-04 14:55:29.231885,zona_leste
BELO HORIZONTE - Apartamento Padrão - Floresta,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-garden-com-3-dormitorios-a-venda-138-m-por-r-799-000-00-sagrada-familia-1177958932,2023-08-04 14:55:29.231885,zona_leste
Apartamento á venda Bairro Esplanada,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-quartos-a-venda-120-m-por-r-698-000-santa-tereza-belo-horizonte-m-1177956711,2023-08-04 14:55:29.231885,zona_leste
Area Privativa a venda Bairro Esplanada,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-a-venda-bairro-esplanada-1177096915,2023-08-04 14:55:34.375581,zona_leste
Venda Apartamento 1 quarto Santa Efigênia Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-bairro-esplanada-1177096902,2023-08-04 14:55:34.375581,zona_leste
BELO HORIZONTE - Apartamento Padrão - Sagrada Família,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-1-quarto-santa-efigenia-belo-horizonte-1177066520,2023-08-04 14:55:34.375581,zona_leste
"Apartamento à Venda - Sagrada Família, 3 Quartos,  90 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1177015109,2023-08-04 14:55:34.375581,zona_leste
"Apto. com área privativa, 02 quartos - Esplanada - BH - MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-sagrada-familia-1177015093,2023-08-04 14:55:34.375581,zona_leste
Apartamento para venda tem 60 metros quadrados com 2 quartos em Esplanada - Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-funcionarios-1177012823,2023-08-04 14:55:34.375581,zona_leste
Lindo Apartamento novo.,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-sagrada-familia-3-quartos-90-m2-1177003495,2023-08-04 14:55:34.375581,zona_leste
