TITLE,LINK,DATE_SCRAPE,CITY,CEP,NEIGHBORHOOD,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,APARTMENT_DETAILS,PRICE,REGION
"Apartamento para Venda em Belo Horizonte, Nova Suíssa, 2 dormitórios, 1 banheiro, 1 vaga",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-para-venda-em-belo-horizonte-nova-suissa-2-dormitorios-1-banheiro-1-vaga-1218367585,2023-08-06,Belo Horizonte,30421112,Nova Suíssa,R$ 5,R$ 2.600,76m²,2,1,1,N/A,300000,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218367476,2023-08-06,Belo Horizonte,30575839,Buritis,R$ 0,R$ 0,56m²,2,2,2,"Academia, Área de serviço, Armários na cozinha, Churrasqueira",435000,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218367428,2023-08-06,Belo Horizonte,30580003,Betânia,R$ 649,R$ 138,75m²,3,2,2,"Academia, Armários na cozinha, Churrasqueira, Piscina, Varanda",628057,zona_oeste
Cobertura com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-dormitorios-a-venda-em-belo-horizonte-1218363971,2023-08-06,Belo Horizonte,30441127,Gutierrez,R$ 1.500,R$ 5.358,304m²,3,2,5 ou mais,"Área de serviço, Piscina, Varanda",1890000,zona_oeste
Venda Apartamento 2 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-prado-belo-horizonte-1218363298,2023-08-06,Belo Horizonte,30411197,Prado,R$ 0,R$ 82,64m²,2,3,2,N/A,650000,zona_oeste
Flet próximo ao expominas/ Cefet ,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/flet-proximo-ao-expominas-cefet-1216941298,2023-08-06,Belo Horizonte,30421026,Nova Suíssa,19m²,1,1,1,"Academia, Ar condicionado, Armários na cozinha, Armários no quarto, Mobiliado, Piscina, Quarto de serviço","Academia, Elevador, Piscina, Portaria, Segurança 24h","Academia, Ar condicionado, Armários na cozinha, Armários no quarto, Mobiliado, Piscina, Quarto de serviço",210000,zona_oeste
Excelente AP Àrea Privativa (304)c/ elev. /2vagas/Hidro/Ar Cond.  no Alto Barroca BH/MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/excelente-ap-rea-privativa-304-c-elev-2vagas-hidro-ar-cond-no-alto-barroca-bh-mg-1213571396,2023-08-06,Belo Horizonte,30431035,Alto Barroca,R$ 250,R$ 2.300,150m²,2,2,2,"Ar condicionado, Área de serviço, Armários na cozinha, Armários no quarto, Churrasqueira, Piscina",980000,zona_oeste
"Cobertura triplex no Buritis, com 240 m², 4 quartos, 2 vagas e DUAS áreas abertas.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-triplex-no-buritis-com-240-m-4-quartos-2-vagas-e-duas-areas-abertas-1185490455,2023-08-06,Belo Horizonte,30493180,Buritis,R$ 487,R$ 181,240m²,4,3,2,"Área de serviço, Armários no quarto, Varanda",849900,zona_oeste
Apartamento Buritis ,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-buritis-1184531788,2023-08-06,Belo Horizonte,30575070,Buritis,R$ 1.500,R$ 385,127m²,4,3,3,"Academia, Área de serviço, Armários na cozinha, Armários no quarto, Churrasqueira, Mobiliado, Piscina, Quarto de serviço, Varanda",1350000,zona_oeste
"Apartamento à Venda - Grajaú, 4 Quartos,  180 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-grajau-4-quartos-180-m2-1218329189,2023-08-06,Belo Horizonte,30431160,Grajaú,R$ 660.000,R$ 266,180m²,4,3,2,N/A,770000,zona_oeste
"Oportunidade: Apartamento à venda com 04 quartos, 01 suíte, 210m², Gutierrez.",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/oportunidade-apartamento-a-venda-com-04-quartos-01-suite-210m-gutierrez-1218328934,2023-08-06,Belo Horizonte,30441185,Gutierrez,R$ 1.650,R$ 478,210m²,4,3,3,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",1550000,zona_oeste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1218328898,2023-08-06,Belo Horizonte,30493180,Buritis,R$ 1.350,R$ 328,120m²,3,3,2,"Área de serviço, Varanda",750000,zona_oeste
Cobertura à venda 2 quartos 1 suíte 4 vagas - Prado,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-a-venda-2-quartos-1-suite-4-vagas-prado-1218328696,2023-08-06,Belo Horizonte,30411153,Prado,R$ 550,R$ 4.043,140m²,2,3,4,"Área de serviço, Varanda",1100000,zona_oeste
oportunidade Imperdível! Apartamento Moderno de 118m² com Varanda à Venda,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/oportunidade-imperdivel-apartamento-moderno-de-118m-com-varanda-a-venda-1218328408,2023-08-06,Belo Horizonte,30575740,Buritis,R$ 1.493,R$ 4.470,118m²,4,3,3,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",1200000,zona_oeste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1218328171,2023-08-06,Belo Horizonte,30575815,Buritis,R$ 782,R$ 213,83m²,3,2,2,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",849000,zona_oeste
"Apartamento à venda, 3 quartos, 1 suíte, 2 vagas, Buritis - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-suite-2-vagas-buritis-belo-horizonte-mg-1218327610,2023-08-06,Belo Horizonte,30575360,Buritis,R$ 450,R$ 250,100m²,3,3,2,"Área de serviço, Varanda",790000,zona_oeste
BELO HORIZONTE - Apartamento Padrão - Buritis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-buritis-1218326088,2023-08-06,Belo Horizonte,30575120,Buritis,R$ 900,R$ 204,105m²,4,2,3,"Academia, Área de serviço, Churrasqueira, Piscina",810000,zona_oeste
"Apartamento à venda, 4 quartos, 4 suítes, 4 vagas, Gutierrez - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-4-suites-4-vagas-gutierrez-belo-horizonte-mg-1218325921,2023-08-06,Belo Horizonte,30441039,Gutierrez,R$ 1.990,R$ 880,178m²,4,4,4,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda",2500000,zona_oeste
"Apartamento à venda com 03 quartos, 01 suíte, 02 vagas, no melhor ponte do Bairro Gutierre",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-com-03-quartos-01-suite-02-vagas-no-melhor-ponte-do-bairro-gutierre-1218325630,2023-08-06,Belo Horizonte,30451163,São Jorge,R$ 2.827,95m²,2,3,2,"Ar condicionado, Área de serviço, Piscina","Ar condicionado, Área de serviço, Piscina",850000,zona_oeste
"Apartamento à venda, 4 quartos, 1 suíte, 2 vagas, Gutierrez - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-1-suite-2-vagas-gutierrez-belo-horizonte-mg-1218325412,2023-08-06,Belo Horizonte,30441086,Gutierrez,R$ 1.462,R$ 6.951,178m²,4,3,2,"Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda",1390000,zona_oeste
"Cobertura com 3 dormitórios, 156 m² - venda por R$ 580.000,00 ou aluguel por R$ 4.120,00/m",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-3-dormitorios-156-m-venda-por-r-580-000-00-ou-aluguel-por-r-4-120-00-m-1218324715,2023-08-06,Belo Horizonte,30575100,Buritis,R$ 550,R$ 170,156m²,3,2,2,Área de serviço,580000,zona_oeste
"Apartamento 03 quartos, 01 suíte, varanda, 2 vagas - Buritis",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-03-quartos-01-suite-varanda-2-vagas-buritis-1218324709,2023-08-06,Belo Horizonte,30575815,Buritis,R$ 730,R$ 2.199,99m²,3,3,2,"Academia, Área de serviço, Churrasqueira, Piscina, Varanda",799000,zona_oeste
"Lindo AP todo decorado, 3 Quartos, Varanda gourmet, 2 Vagas, Elevador, Portaria 24 hs, Laz",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/lindo-ap-todo-decorado-3-quartos-varanda-gourmet-2-vagas-elevador-portaria-24-hs-laz-1218324034,2023-08-06,Belo Horizonte,30575855,Buritis,R$ 935,R$ 2.404,88m²,3,3,2,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda",1050000,zona_oeste
"Apartamento com 3 dormitórios à venda, 95 m² por R$ 740.000,00 - Prado - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-95-m-por-r-740-000-00-prado-belo-horizonte-mg-1218323727,2023-08-06,Belo Horizonte,30411030,Prado,R$ 800,R$ 187,95m²,3,2,2,"Área de serviço, Piscina, Varanda",740000,zona_oeste
Venda Apartamento 2 quartos Nova Gameleira Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-nova-gameleira-belo-horizonte-1218323050,2023-08-06,Belo Horizonte,30510070,Nova Gameleira,R$ 362,R$ 0,43m²,2,1,1,N/A,165000,zona_oeste
Venda Apartamento 3 quartos Jardim América Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-jardim-america-belo-horizonte-1218322229,2023-08-06,Belo Horizonte,30421340,Jardim América,R$ 200,R$ 68,80m²,3,2,1,N/A,350000,zona_oeste
BELO HORIZONTE - Apartamento Padrão - Buritis,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-buritis-1218318515,2023-08-06,Belo Horizonte,30575859,Buritis,R$ 1.200,R$ 400,122m²,3,2,2,"Academia, Área de serviço, Churrasqueira",1220000,zona_oeste
BELO HORIZONTE - Apartamento Padrão - Gutierrez,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/belo-horizonte-apartamento-padrao-gutierrez-1218317259,2023-08-06,Belo Horizonte,30441134,Gutierrez,R$ 1.100,R$ 384,150m²,3,3,3,"Área de serviço, Churrasqueira, Varanda",1080000,zona_oeste
"Apartamento à venda, 3 quartos, Nova Suíssa - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-nova-suissa-belo-horizonte-mg-1218315930,2023-08-06,Belo Horizonte,30421228,Nova Suíssa,R$ 0,R$ 0,92m²,3,2,0,N/A,340000,zona_oeste
"Apartamento à venda, 3 quartos, 1 vaga, Nova Suíssa - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-3-quartos-1-vaga-nova-suissa-belo-horizonte-mg-1218315550,2023-08-06,Belo Horizonte,30421010,Nova Suíssa,R$ 0,R$ 0,100m²,3,2,1,N/A,430000,zona_oeste
"Apartamento à venda, 4 quartos, 2 vagas, Alto Barroca - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-4-quartos-2-vagas-alto-barroca-belo-horizonte-mg-1218315483,2023-08-06,Belo Horizonte,30431016,Alto Barroca,R$ 360,R$ 0,115m²,4,2,2,N/A,498000,zona_oeste
"Buritis Apto Novo 2 quartos lazer completo , Oportunidade investimento Vista Linda",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/buritis-apto-novo-2-quartos-lazer-completo-oportunidade-investimento-vista-linda-1211663510,2023-08-06,Belo Horizonte,30575857,Buritis,R$ 350,53m²,1,2,1,"Ar condicionado, Área de serviço, Varanda","Ar condicionado, Área de serviço, Varanda",420000,zona_oeste
Apartamento Novo.  Mirante Estoril ,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-novo-mirante-estoril-1215211416,2023-08-06,Belo Horizonte,30494060,Estoril,R$ 350,R$ 60,51m²,2,2,1,"Academia, Ar condicionado, Área de serviço, Churrasqueira, Piscina",350000,zona_oeste
Apart hotel excelente ponto comercial BH,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apart-hotel-excelente-ponto-comercial-bh-1183472403,2023-08-06,Belo Horizonte,30480000,Jardim América,R$ 0,19m²,1,1,1,"Academia, Elevador, Piscina, Portaria, Segurança 24h",N/A,210000,zona_oeste
"Cobertura à venda, 2 quartos, 1 vaga, Havaí - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-2-quartos-1-vaga-havai-belo-horizonte-mg-1218178808,2023-08-06,Belo Horizonte,30555210,Havaí,R$ 150,R$ 1.474,100m²,2,2,1,N/A,420000,zona_oeste
Cobertura com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-2-dormitorios-a-venda-em-belo-horizonte-1218178394,2023-08-06,Belo Horizonte,30421260,Nova Suíssa,R$ 250,R$ 0,150m²,2,2,2,N/A,702450,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218178380,2023-08-06,Belo Horizonte,30550340,Salgado Filho,R$ 280,R$ 120,80m²,3,2,2,Área de serviço,380000,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218178330,2023-08-06,Belo Horizonte,30441146,Gutierrez,R$ 0,R$ 0,65m²,2,2,2,N/A,719239,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218178324,2023-08-06,Belo Horizonte,30421260,Nova Suíssa,R$ 250,R$ 0,80m²,2,2,2,N/A,492450,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218178267,2023-08-06,Belo Horizonte,30421257,Nova Suíssa,R$ 400,R$ 149,90m²,3,2,2,"Área de serviço, Armários na cozinha",445000,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218178242,2023-08-06,Belo Horizonte,30550460,Salgado Filho,R$ 200,R$ 0,78m²,3,2,2,N/A,390000,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218178096,2023-08-06,Belo Horizonte,30421260,Nova Suíssa,R$ 0,R$ 0,80m²,2,2,2,N/A,449000,zona_oeste
Área Privativa / Garden com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/area-privativa-garden-com-2-dormitorios-a-venda-em-belo-horizonte-1218178072,2023-08-06,Belo Horizonte,30421260,Nova Suíssa,R$ 1,R$ 1,120m²,2,2,2,N/A,690000,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218178061,2023-08-06,Belo Horizonte,30441146,Gutierrez,R$ 0,R$ 0,79m²,3,2,2,N/A,855976,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218178058,2023-08-06,Belo Horizonte,30441146,Gutierrez,R$ 0,R$ 0,65m²,2,2,2,N/A,709969,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218178039,2023-08-06,Belo Horizonte,30441146,Gutierrez,R$ 0,R$ 0,65m²,2,2,2,N/A,734689,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218178020,2023-08-06,Belo Horizonte,30441146,Gutierrez,R$ 0,R$ 0,79m²,3,2,2,N/A,845676,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218178015,2023-08-06,Belo Horizonte,30441146,Gutierrez,R$ 0,R$ 0,79m²,3,2,2,N/A,843616,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218177987,2023-08-06,Belo Horizonte,30441146,Gutierrez,R$ 0,R$ 0,79m²,3,2,2,N/A,864216,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218177901,2023-08-06,Belo Horizonte,30570515,Parque São José,R$ 320,R$ 80,49m²,2,1,1,N/A,230000,zona_oeste
Apartamento com 4 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-dormitorios-a-venda-em-belo-horizonte-1218177860,2023-08-06,Belo Horizonte,30575265,Buritis,R$ 615,R$ 2.000,100m²,4,2,2,N/A,690000,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218177761,2023-08-06,Belo Horizonte,30411230,Prado,R$ 250,R$ 113,75m²,2,3,1,N/A,360000,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218177704,2023-08-06,Belo Horizonte,30421079,Nova Suíssa,R$ 250,R$ 121,95m²,3,2,2,N/A,330000,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1218177694,2023-08-06,Belo Horizonte,30421082,Nova Suíssa,R$ 300,R$ 92,57m²,3,1,1,N/A,214000,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218176138,2023-08-06,Belo Horizonte,30421260,Nova Suíssa,R$ 250,R$ 0,80m²,2,2,2,N/A,471450,zona_oeste
Apartamento com 2 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-2-dormitorios-a-venda-em-belo-horizonte-1218176048,2023-08-06,Belo Horizonte,30441146,Gutierrez,R$ 0,R$ 0,65m²,2,2,2,N/A,713059,zona_oeste
Cobertura com 4 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/cobertura-com-4-dormitorios-a-venda-em-belo-horizonte-1218175961,2023-08-06,Belo Horizonte,30421236,Nova Suíssa,R$ 400,R$ 129,176m²,4,3,2,N/A,750000,zona_oeste
"Apartamento à Venda - Buritis, 3 Quartos,  70 m2",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-buritis-3-quartos-70-m2-1218164997,2023-08-06,Belo Horizonte,30492025,Buritis,R$ 100,70m²,2,3,1,Permitido animais,N/A,375000,zona_oeste
"Apartamento com 4 quartos à venda, 164 m² - Gutierrez - Belo Horizonte/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-quartos-a-venda-164-m-gutierrez-belo-horizonte-mg-1217943730,2023-08-06,Belo Horizonte,30431121,Grajaú,R$ 1.715,R$ 0,164m²,4,4,4,"Ar condicionado, Área de serviço, Churrasqueira, Piscina, Varanda",2290000,zona_oeste
Apartamento à venda no bairro Prado - Belo Horizonte/MG,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-bairro-prado-belo-horizonte-mg-1217936304,2023-08-06,Belo Horizonte,30411030,Prado,R$ 880,R$ 170,80m²,3,1,2,"Academia, Área de serviço, Piscina",760000,zona_oeste
"APARTAMENTO COM 97M², 3 QUARTOS SENDO 1 SUÍTE E 2 VAGAS - GUTIERREZ, BELO HORIZONTE/MG",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-97m-3-quartos-sendo-1-suite-e-2-vagas-gutierrez-belo-horizonte-mg-1217931892,2023-08-06,Belo Horizonte,30441055,Gutierrez,R$ 1.050,R$ 2.827,97m²,3,3,2,"Ar condicionado, Churrasqueira, Piscina",830000,zona_oeste
Apartamento à venda no Gutierrez  REF: 547,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-gutierrez-ref-547-1217930408,2023-08-06,Belo Horizonte,30441063,Gutierrez,R$ 2.500,R$ 1.000,186m²,4,4,4,"Academia, Churrasqueira, Piscina, Varanda",3000000,zona_oeste
"Apartamento com 4 dormitórios à venda, 160 m² por R$ 1.199.999,00 - Estoril - Belo Horizon",https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-dormitorios-a-venda-160-m-por-r-1-199-999-00-estoril-belo-horizon-1217929433,2023-08-06,Belo Horizonte,30492015,Buritis,R$ 1.506,R$ 399,160m²,4,3,2,"Área de serviço, Churrasqueira, Piscina",1199999,zona_oeste
Venda Apartamento 4 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-4-quartos-prado-belo-horizonte-1217928873,2023-08-06,Belo Horizonte,30411127,Prado,R$ 600,R$ 316,152m²,4,2,3,N/A,1550000,zona_oeste
Venda Cobertura Calafate Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-cobertura-calafate-belo-horizonte-1217927110,2023-08-06,Belo Horizonte,30411270,Calafate,R$ 0,R$ 0,122m²,3,4,3,"Academia, Churrasqueira",850000,zona_oeste
Venda Apartamento 3 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-prado-belo-horizonte-1217927090,2023-08-06,Belo Horizonte,30411125,Prado,R$ 0,R$ 0,87m²,3,3,2,Churrasqueira,823000,zona_oeste
Venda Apartamento 3 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-prado-belo-horizonte-1217927040,2023-08-06,Belo Horizonte,30411191,Prado,R$ 800,R$ 450,111m²,3,3,3,"Academia, Churrasqueira, Piscina",1359000,zona_oeste
Venda Apartamento 3 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-prado-belo-horizonte-1217926957,2023-08-06,Belo Horizonte,30411191,Prado,R$ 800,R$ 450,84m²,3,3,2,"Academia, Ar condicionado, Churrasqueira, Piscina",979000,zona_oeste
Venda Apartamento 4 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-4-quartos-prado-belo-horizonte-1217926880,2023-08-06,Belo Horizonte,30411177,Prado,R$ 0,142m²,4,4,3,"Academia, Ar condicionado, Churrasqueira, Varanda","Academia, Ar condicionado, Churrasqueira, Varanda",2090000,zona_oeste
Venda Área Privativa Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-area-privativa-prado-belo-horizonte-1217926834,2023-08-06,Belo Horizonte,30411150,Prado,R$ 0,R$ 0,166m²,3,3,2,N/A,1090000,zona_oeste
Apartamento com 4 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-dormitorios-a-venda-em-belo-horizonte-1217925941,2023-08-06,Belo Horizonte,30441114,Gutierrez,R$ 350,R$ 92,149m²,4,3,2,N/A,690000,zona_oeste
Venda Apartamento 3 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-3-quartos-prado-belo-horizonte-1217917821,2023-08-06,Belo Horizonte,30411189,Prado,R$ 500,R$ 67,100m²,3,2,1,Varanda,395000,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1217916667,2023-08-06,Belo Horizonte,30421452,Jardim América,R$ 450,R$ 220,100m²,3,2,2,"Área de serviço, Armários na cozinha",550000,zona_oeste
Venda Apartamento 2 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-2-quartos-prado-belo-horizonte-1217916584,2023-08-06,Belo Horizonte,30411105,Prado,R$ 450,R$ 307,147m²,2,3,3,Varanda,910000,zona_oeste
Venda Apartamento 5 quartos Prado Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/venda-apartamento-5-quartos-prado-belo-horizonte-1217916473,2023-08-06,Belo Horizonte,30411238,Prado,R$ 700,R$ 196,170m²,5 ou mais,2,2,N/A,645000,zona_oeste
Apartamento com 1 dormitório à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-1-dormitorio-a-venda-em-belo-horizonte-1217916334,2023-08-06,Belo Horizonte,30421300,Nova Suíssa,R$ 358,R$ 180,90m²,1,2,1,N/A,395000,zona_oeste
Apartamento com 4 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-4-dormitorios-a-venda-em-belo-horizonte-1217916158,2023-08-06,Belo Horizonte,30441170,Gutierrez,R$ 792,R$ 172,140m²,4,2,2,"Área de serviço, Churrasqueira, Varanda",720000,zona_oeste
Apartamento à venda no Gutierrez,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-a-venda-no-gutierrez-1217916100,2023-08-06,Belo Horizonte,30441170,Gutierrez,R$ 2.800,R$ 6.575,230m²,4,5 ou mais,3,"Academia, Área de serviço, Piscina, Varanda",2300000,zona_oeste
Apartamento com 3 dormitórios à venda em Belo Horizonte,https://mg.olx.com.br/belo-horizonte-e-regiao/imoveis/apartamento-com-3-dormitorios-a-venda-em-belo-horizonte-1217916041,2023-08-06,Belo Horizonte,30550460,Salgado Filho,R$ 200,R$ 0,78m²,3,2,2,N/A,385000,zona_oeste
