,CONDO,TAX,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,DETAIL_Academia,DETAIL_Ar condicionado,DETAIL_Armários na cozinha,DETAIL_Armários no quarto,DETAIL_Churrasqueira,DETAIL_Mobiliado,DETAIL_Piscina,DETAIL_Quarto de serviço,DETAIL_Varanda,DETAIL_Área de serviço,PRICE,REGION_pampulha,REGION_venda_nova,REGION_zona_centro_sul,REGION_zona_leste,REGION_zona_nordeste,REGION_zona_noroeste,REGION_zona_norte,REGION_zona_oeste
2616,266,168,147,2,3,2,0,1,0,0,1,0,1,0,0,1,479000.0,True,False,False,False,False,False,False,False
2617,1,1,130,2,1,2,0,0,0,0,1,0,0,0,0,1,665000.0,True,False,False,False,False,False,False,False
2618,1,1,65,2,1,2,0,0,0,0,0,0,0,0,0,1,420000.0,True,False,False,False,False,False,False,False
2619,349,182,222,3,3,2,0,1,0,0,1,0,0,0,0,1,750000.0,True,False,False,False,False,False,False,False
2620,780,0,83,3,1,2,1,0,0,0,0,0,0,0,0,1,520000.0,True,False,False,False,False,False,False,False
2621,330,125,116,3,2,2,0,0,0,0,1,0,0,0,0,1,530000.0,True,False,False,False,False,False,False,False
2622,1,1,116,3,1,2,0,0,0,0,0,0,0,0,0,1,1060000.0,True,False,False,False,False,False,False,False
2623,350,151,85,3,2,2,0,0,0,0,0,0,0,0,0,1,500000.0,True,False,False,False,False,False,False,False
2624,450,145,77,3,2,1,1,0,0,0,0,0,1,0,1,1,492550.0,True,False,False,False,False,False,False,False
2625,1,1,65,2,1,2,0,0,0,0,0,0,0,0,0,1,410000.0,True,False,False,False,False,False,False,False
2626,450,426,164,4,4,3,0,1,0,0,0,1,0,0,1,1,1550000.0,True,False,False,False,False,False,False,False
2627,600,200,244,4,4,5,0,0,0,0,1,0,0,0,0,1,970000.0,True,False,False,False,False,False,False,False
2628,550,299,286,5,4,3,0,0,0,0,1,0,0,0,1,1,960000.0,True,False,False,False,False,False,False,False
2629,500,250,240,4,2,3,0,0,0,0,0,0,0,0,0,1,1750000.0,True,False,False,False,False,False,False,False
2630,600,198,293,4,2,3,0,0,0,0,1,0,0,0,1,1,1599000.0,True,False,False,False,False,False,False,False
2631,560,164,100,3,2,2,0,0,0,0,0,0,0,0,0,1,620000.0,True,False,False,False,False,False,False,False
2632,450,145,77,3,1,2,0,0,0,0,1,0,1,0,1,1,677942.0,True,False,False,False,False,False,False,False
2633,220,75,62,2,2,2,0,0,0,0,0,0,0,0,1,0,310000.0,True,False,False,False,False,False,False,False
2634,350,115,125,4,5,3,0,0,0,0,0,0,0,0,1,1,950000.0,True,False,False,False,False,False,False,False
2635,350,210,265,5,2,2,0,0,0,0,1,0,1,0,1,1,820000.0,True,False,False,False,False,False,False,False
2636,400,265,284,4,3,4,0,0,0,0,0,0,0,0,1,1,1125000.0,True,False,False,False,False,False,False,False
2637,800,75,78,3,2,1,0,0,0,0,1,0,1,0,1,0,430000.0,True,False,False,False,False,False,False,False
2638,600,376,265,4,3,3,0,0,0,0,1,0,0,0,1,1,1350000.0,True,False,False,False,False,False,False,False
2639,540,245,162,3,1,3,0,0,0,0,1,0,1,0,1,1,1110000.0,True,False,False,False,False,False,False,False
2640,350,1,140,4,2,2,0,1,0,0,1,0,0,0,0,0,650000.0,True,False,False,False,False,False,False,False
2641,380,69,69,3,2,2,1,0,0,0,1,0,1,0,0,1,425000.0,True,False,False,False,False,False,False,False
2642,1,1,65,2,1,2,0,0,0,0,0,0,0,0,0,1,410000.0,True,False,False,False,False,False,False,False
2643,300,109,196,4,4,2,0,0,0,0,0,0,0,0,0,1,795000.0,True,False,False,False,False,False,False,False
2644,1,1,139,4,3,3,0,0,0,0,0,0,0,0,0,1,1530000.0,True,False,False,False,False,False,False,False
2645,1,1,65,2,1,2,0,0,0,0,0,0,0,0,0,1,420000.0,True,False,False,False,False,False,False,False
2646,400,109,112,3,3,2,0,1,0,0,1,0,0,0,1,0,947000.0,True,False,False,False,False,False,False,False
2647,315,150,94,4,2,2,0,0,0,0,0,0,0,0,0,1,340000.0,True,False,False,False,False,False,False,False
2648,850,259,220,4,3,4,0,1,0,0,1,0,0,0,0,1,1500000.0,True,False,False,False,False,False,False,False
2649,250,90,60,2,2,1,0,0,0,0,0,0,0,0,0,1,310000.0,True,False,False,False,False,False,False,False
2650,500,353,200,3,3,3,0,0,0,0,0,0,0,0,0,0,1195000.0,True,False,False,False,False,False,False,False
2651,1,0,110,4,1,2,0,0,0,0,0,0,0,0,0,1,1029900.0,True,False,False,False,False,False,False,False
2652,1,674,216,4,4,4,0,0,0,0,1,0,0,0,1,1,2120000.0,True,False,False,False,False,False,False,False
2653,1,1,229,4,2,3,0,0,0,0,0,0,0,0,0,0,1680000.0,True,False,False,False,False,False,False,False
2654,250,116,84,3,2,1,0,0,0,0,0,0,0,0,0,1,410000.0,True,False,False,False,False,False,False,False
2655,1,1,65,2,1,2,0,0,0,0,0,0,0,0,0,1,430000.0,True,False,False,False,False,False,False,False
2656,1,356,217,3,3,3,0,1,0,0,0,0,0,0,1,1,1120000.0,True,False,False,False,False,False,False,False
2657,300,90,60,2,2,2,0,0,0,0,0,0,0,0,0,1,480000.0,True,False,False,False,False,False,False,False
2658,0,0,98,3,1,2,0,0,0,0,0,0,0,0,1,0,650000.0,True,False,False,False,False,False,False,False
2659,284,77,58,3,1,1,0,0,0,0,0,0,0,0,0,1,325000.0,True,False,False,False,False,False,False,False
2660,1,1,130,2,1,2,0,0,0,0,0,0,0,0,0,1,665000.0,True,False,False,False,False,False,False,False
2661,300,90,60,2,2,2,0,0,0,0,0,0,0,0,0,1,480000.0,True,False,False,False,False,False,False,False
2662,350,95,130,2,1,2,0,0,0,0,0,0,0,0,0,1,485000.0,True,False,False,False,False,False,False,False
2663,700,185,105,3,1,2,0,0,0,0,1,0,0,0,0,1,760000.0,True,False,False,False,False,False,False,False
2664,1,1,303,4,2,4,1,0,0,0,0,0,1,0,0,0,2400000.0,True,False,False,False,False,False,False,False
2665,300,109,90,3,2,2,0,0,0,0,0,0,0,0,0,1,430000.0,True,False,False,False,False,False,False,False
2666,560,117,70,3,1,1,0,0,0,0,0,0,0,0,0,1,435000.0,True,False,False,False,False,False,False,False
2667,600,439,280,4,3,3,0,0,0,0,1,0,1,0,0,1,1380000.0,True,False,False,False,False,False,False,False
2668,345,100,69,2,2,2,0,1,0,0,0,0,0,0,0,0,420000.0,True,False,False,False,False,False,False,False
2669,540,172,130,2,1,2,0,0,0,0,0,0,0,0,1,0,480000.0,True,False,False,False,False,False,False,False
2670,300,163,127,3,1,2,0,0,0,0,1,0,0,0,0,1,620000.0,True,False,False,False,False,False,False,False
2671,350,1,116,2,3,2,0,0,0,0,0,0,0,0,0,1,890000.0,True,False,False,False,False,False,False,False
2672,300,0,92,3,2,2,0,0,0,0,0,0,0,0,1,0,819900.0,True,False,False,False,False,False,False,False
2673,200,80,51,2,1,1,0,0,0,0,0,0,0,0,0,0,280000.0,True,False,False,False,False,False,False,False
2674,533,200,62,2,2,2,1,0,0,0,1,0,1,0,1,1,450000.0,True,False,False,False,False,False,False,False
2675,480,186,102,3,2,2,0,0,1,1,0,1,1,0,1,1,599000.0,True,False,False,False,False,False,False,False
2676,450,241,200,4,4,3,0,1,0,0,1,1,0,0,1,1,1289000.0,True,False,False,False,False,False,False,False
2677,1,280,240,4,3,3,1,1,0,0,1,0,1,0,0,1,1650000.0,True,False,False,False,False,False,False,False
2678,390,0,78,2,2,1,0,0,0,0,0,1,0,0,0,1,360000.0,True,False,False,False,False,False,False,False
2679,0,0,150,3,4,2,0,0,0,0,1,0,0,0,1,1,850000.0,True,False,False,False,False,False,False,False
2680,350,125,55,2,2,1,0,0,1,0,1,0,0,0,0,0,325000.0,True,False,False,False,False,False,False,False
2681,710,250,223,4,3,2,0,0,1,0,1,0,1,0,0,1,1150000.0,True,False,False,False,False,False,False,False
2682,260,130,100,3,2,2,0,0,1,0,0,0,0,0,1,1,470000.0,True,False,False,False,False,False,False,False
2683,350,165,140,3,3,2,0,0,0,0,1,0,0,0,0,0,665000.0,True,False,False,False,False,False,False,False
2684,0,165,131,3,2,2,0,0,0,0,0,0,0,0,0,0,550000.0,True,False,False,False,False,False,False,False
2685,430,120,113,3,3,2,0,0,1,0,0,0,1,0,0,1,680000.0,True,False,False,False,False,False,False,False
2686,500,1,80,3,2,2,0,0,0,0,1,1,1,0,1,1,500000.0,True,False,False,False,False,False,False,False
2687,700,158,99,3,2,2,0,0,1,0,0,1,1,0,1,1,550000.0,True,False,False,False,False,False,False,False
2688,100,100,50,2,2,1,0,0,0,0,0,0,0,0,0,0,330000.0,True,False,False,False,False,False,False,False
2689,385,0,78,2,2,2,0,0,1,0,0,0,0,0,0,0,360000.0,True,False,False,False,False,False,False,False
2690,250,1,101,3,2,1,0,0,1,0,0,0,0,0,0,0,450000.0,True,False,False,False,False,False,False,False
2691,100,113,60,3,2,2,0,0,0,0,0,0,0,0,0,0,650000.0,True,False,False,False,False,False,False,False
2692,150,0,70,2,1,1,0,0,0,0,0,0,0,0,0,0,330000.0,True,False,False,False,False,False,False,False
2693,800,259,115,3,3,3,0,0,0,0,0,0,0,0,1,0,950000.0,True,False,False,False,False,False,False,False
2694,280,125,94,3,3,2,0,0,0,0,0,0,0,0,0,0,650000.0,True,False,False,False,False,False,False,False
2695,480,2,101,3,1,2,0,0,0,0,1,0,1,0,1,1,550000.0,True,False,False,False,False,False,False,False
2696,1,0,90,3,3,3,1,0,0,0,1,0,0,0,0,1,890000.0,True,False,False,False,False,False,False,False
2697,0,0,102,4,4,2,1,0,0,0,1,0,1,0,1,1,1134000.0,True,False,False,False,False,False,False,False
2698,600,330,83,3,3,2,1,0,0,0,1,0,1,0,0,1,650000.0,True,False,False,False,False,False,False,False
2699,400,141,111,3,3,2,0,0,0,0,0,0,0,0,0,1,800000.0,True,False,False,False,False,False,False,False
2700,60,0,109,4,1,2,0,0,0,0,0,0,0,0,0,0,780000.0,True,False,False,False,False,False,False,False
2701,35,1,145,2,2,2,0,0,0,0,0,0,0,0,0,0,535000.0,True,False,False,False,False,False,False,False
2702,0,0,97,3,2,3,0,0,0,0,0,0,0,0,0,0,617000.0,True,False,False,False,False,False,False,False
2703,350,83,50,2,1,1,0,0,0,0,0,1,1,0,1,0,222000.0,True,False,False,False,False,False,False,False
2704,0,0,167,2,2,2,0,0,0,0,0,0,0,0,0,0,620000.0,True,False,False,False,False,False,False,False
2705,50,0,60,2,1,1,0,1,0,0,0,0,0,0,0,0,179000.0,True,False,False,False,False,False,False,False
2706,0,0,55,2,2,2,0,0,0,0,0,0,1,0,0,0,350000.0,True,False,False,False,False,False,False,False
2707,450,170,134,3,3,3,0,0,0,0,1,0,0,0,0,1,790000.0,True,False,False,False,False,False,False,False
2708,350,65,78,3,2,1,0,0,0,0,0,0,0,0,0,0,330000.0,True,False,False,False,False,False,False,False
2709,29,967,90,3,3,1,0,0,0,0,0,0,0,0,0,0,420000.0,True,False,False,False,False,False,False,False
2710,40,1,127,3,3,2,0,0,0,0,0,0,0,0,0,0,430000.0,True,False,False,False,False,False,False,False
2711,280,1,62,3,2,1,0,0,0,0,0,0,0,0,0,1,350000.0,True,False,False,False,False,False,False,False
2712,500,0,67,3,2,2,1,0,0,0,1,0,1,0,0,0,630000.0,True,False,False,False,False,False,False,False
2713,200,115,138,2,2,1,0,0,0,0,0,0,0,0,0,0,550000.0,True,False,False,False,False,False,False,False
2714,0,0,130,3,3,0,0,0,0,0,0,0,0,0,0,0,550000.0,True,False,False,False,False,False,False,False
2715,500,3,256,4,1,2,0,0,0,0,1,0,0,0,1,1,1250000.0,True,False,False,False,False,False,False,False
2716,0,0,90,2,1,1,0,0,0,0,0,0,0,0,0,0,319000.0,True,False,False,False,False,False,False,False
2717,472,102,68,2,2,2,0,0,0,0,0,0,0,0,0,0,449900.0,True,False,False,False,False,False,False,False
2718,0,0,87,2,1,1,0,0,0,0,0,0,0,0,0,0,290000.0,True,False,False,False,False,False,False,False
2719,0,0,94,3,2,2,1,0,0,0,0,0,0,0,0,1,829000.0,True,False,False,False,False,False,False,False
2720,550,194,110,3,3,3,0,0,0,0,0,0,0,0,0,1,650000.0,True,False,False,False,False,False,False,False
2721,850,10,200,4,3,3,0,0,0,0,1,0,0,0,0,1,1250000.0,True,False,False,False,False,False,False,False
2722,385,125,100,2,2,2,0,0,1,0,0,0,0,0,0,1,410000.0,True,False,False,False,False,False,False,False
2723,0,0,78,3,2,2,0,0,0,0,0,0,0,0,0,0,580000.0,True,False,False,False,False,False,False,False
2724,700,200,161,4,4,3,0,0,0,0,0,0,0,0,0,0,1550000.0,True,False,False,False,False,False,False,False
2725,320,188,130,2,2,2,0,0,0,0,0,0,0,0,0,1,480000.0,True,False,False,False,False,False,False,False
2726,350,0,92,3,2,2,0,0,0,0,0,0,0,0,0,1,389000.0,True,False,False,False,False,False,False,False
2727,350,0,99,3,2,2,0,0,0,0,0,0,0,0,0,1,425000.0,True,False,False,False,False,False,False,False
2728,247,70,59,2,1,1,0,0,0,0,0,0,0,0,0,0,280000.0,True,False,False,False,False,False,False,False
2729,215,33,48,2,1,1,0,0,0,0,1,0,0,0,0,0,243000.0,True,False,False,False,False,False,False,False
2730,350,800,90,3,2,1,0,0,1,1,1,0,0,0,0,1,249000.0,True,False,False,False,False,False,False,False
2731,525,231,120,2,3,2,1,0,0,0,1,1,1,0,0,1,690000.0,True,False,False,False,False,False,False,False
2732,130,75,75,2,2,2,0,0,0,0,0,0,0,0,0,0,450000.0,True,False,False,False,False,False,False,False
2733,950,207,98,3,2,2,0,1,0,0,0,0,0,0,0,0,1250000.0,True,False,False,False,False,False,False,False
2734,130,112,50,2,1,2,0,0,0,0,0,0,0,0,0,0,420000.0,True,False,False,False,False,False,False,False
2735,360,116,90,2,2,2,0,0,0,0,0,0,0,0,0,1,570000.0,True,False,False,False,False,False,False,False
2736,435,172,70,3,2,2,1,0,0,0,0,1,0,0,0,1,630000.0,True,False,False,False,False,False,False,False
2737,0,0,103,3,2,2,0,0,0,0,0,0,0,0,1,1,528000.0,True,False,False,False,False,False,False,False
2738,700,223,102,3,2,3,1,1,0,0,1,0,1,0,1,1,1350000.0,True,False,False,False,False,False,False,False
2739,576,287,121,4,3,3,1,0,0,0,1,0,0,0,1,1,1100000.0,True,False,False,False,False,False,False,False
2740,360,126,67,2,2,2,0,0,0,0,0,0,0,0,0,1,460000.0,True,False,False,False,False,False,False,False
2741,360,180,120,2,2,3,0,0,0,0,1,0,0,0,1,0,580000.0,True,False,False,False,False,False,False,False
2742,300,120,320,4,4,2,0,0,0,0,0,0,0,0,0,0,950000.0,True,False,False,False,False,False,False,False
2743,250,92,120,3,2,2,0,0,0,0,0,0,0,0,1,0,450000.0,True,False,False,False,False,False,False,False
2744,300,9,196,4,5,2,0,0,0,0,0,0,0,0,0,0,795000.0,True,False,False,False,False,False,False,False
2745,600,184,100,4,3,2,0,0,0,0,0,1,1,0,0,0,870000.0,True,False,False,False,False,False,False,False
2746,0,232,112,3,5,2,0,0,0,0,0,0,0,0,0,0,850000.0,True,False,False,False,False,False,False,False
2747,950,0,286,4,5,3,0,0,0,0,0,0,0,0,0,0,1480000.0,True,False,False,False,False,False,False,False
2748,970,325,260,4,5,4,0,0,0,0,0,0,0,0,0,0,1500000.0,True,False,False,False,False,False,False,False
2749,350,140,123,3,3,2,0,0,0,0,0,0,0,0,0,0,650000.0,True,False,False,False,False,False,False,False
2750,0,0,106,3,3,2,0,0,0,0,0,0,0,0,0,0,590000.0,True,False,False,False,False,False,False,False
2751,420,9,105,3,3,2,0,0,0,0,0,0,0,0,0,0,539000.0,True,False,False,False,False,False,False,False
2752,950,441,252,4,5,4,0,0,0,0,0,0,0,0,0,0,1650000.0,True,False,False,False,False,False,False,False
2753,400,12,130,3,3,2,0,0,0,0,0,0,0,0,0,0,450000.0,True,False,False,False,False,False,False,False
2754,350,12,125,3,3,2,0,0,0,0,0,0,0,0,0,0,500000.0,True,False,False,False,False,False,False,False
2755,385,114,124,3,3,2,0,0,0,0,0,0,0,0,0,0,425000.0,True,False,False,False,False,False,False,False
2756,850,158,98,3,3,3,0,0,0,0,0,0,0,0,0,0,560000.0,True,False,False,False,False,False,False,False
2757,570,13,129,2,3,2,0,0,0,0,0,0,0,0,0,0,699000.0,True,False,False,False,False,False,False,False
2758,560,14,100,3,4,2,0,0,0,0,0,0,0,0,0,0,620000.0,True,False,False,False,False,False,False,False
2759,0,0,144,4,5,4,0,0,0,0,0,0,0,0,0,0,1150000.0,True,False,False,False,False,False,False,False
2760,400,190,259,4,4,4,0,0,0,0,0,0,0,0,0,0,900000.0,True,False,False,False,False,False,False,False
2761,300,0,130,3,3,1,0,0,0,0,0,0,0,0,0,0,570000.0,True,False,False,False,False,False,False,False
2762,500,163,111,3,2,2,0,0,0,0,0,0,0,0,0,0,560000.0,True,False,False,False,False,False,False,False
2763,265,0,147,2,3,2,0,0,0,0,0,0,0,0,0,0,479000.0,True,False,False,False,False,False,False,False
2764,190,118,114,3,2,2,0,0,0,0,0,0,0,0,1,0,370000.0,True,False,False,False,False,False,False,False
2765,220,100,150,3,3,2,0,0,0,0,0,0,0,0,0,0,680000.0,True,False,False,False,False,False,False,False
2766,350,117,115,3,2,2,0,0,0,0,0,1,0,0,0,0,713000.0,True,False,False,False,False,False,False,False
2767,900,442,252,4,5,4,0,0,0,0,0,0,0,0,0,0,1650000.0,True,False,False,False,False,False,False,False
2768,900,80,120,3,3,2,0,0,0,0,0,0,0,0,0,0,550000.0,True,False,False,False,False,False,False,False
2769,350,113,85,3,2,2,0,0,0,0,0,0,0,0,1,0,450000.0,True,False,False,False,False,False,False,False
2770,600,337,125,4,3,2,0,0,0,0,0,0,0,0,0,0,1200000.0,True,False,False,False,False,False,False,False
2771,450,17,200,4,3,3,0,0,0,0,0,0,0,0,0,0,1800000.0,True,False,False,False,False,False,False,False
2772,700,125,110,3,2,2,1,0,0,0,1,0,1,0,1,0,510000.0,True,False,False,False,False,False,False,False
2773,900,29,180,4,5,4,0,0,0,0,0,0,0,0,0,0,1500000.0,True,False,False,False,False,False,False,False
2774,390,214,220,4,5,4,0,0,0,0,0,0,0,0,0,0,1000000.0,True,False,False,False,False,False,False,False
2775,480,199,89,3,3,2,0,0,0,0,0,0,0,0,0,0,680000.0,True,False,False,False,False,False,False,False
2776,435,0,106,3,2,2,0,0,0,0,0,0,0,0,1,0,460000.0,True,False,False,False,False,False,False,False
2777,200,54,120,3,3,2,0,0,0,0,0,0,0,0,0,0,450000.0,True,False,False,False,False,False,False,False
2778,700,341,186,4,5,4,0,0,0,0,0,0,0,0,0,0,1420000.0,True,False,False,False,False,False,False,False
2779,450,334,161,4,4,3,0,1,0,0,0,1,0,0,1,0,1550000.0,True,False,False,False,False,False,False,False
2780,570,1,85,3,2,2,0,0,0,0,1,0,1,0,0,0,598000.0,True,False,False,False,False,False,False,False
2781,480,16,216,4,3,2,0,0,0,0,0,0,0,0,0,0,940000.0,True,False,False,False,False,False,False,False
2782,0,10,165,3,3,2,0,0,0,0,0,0,0,0,0,0,590000.0,True,False,False,False,False,False,False,False
2783,890,163,147,3,3,2,0,0,0,0,0,0,0,0,0,0,729000.0,True,False,False,False,False,False,False,False
2784,380,12,200,3,5,2,0,0,0,0,0,0,0,0,0,0,1200000.0,True,False,False,False,False,False,False,False
2785,650,0,126,4,4,3,0,0,0,0,0,0,0,0,0,0,850000.0,True,False,False,False,False,False,False,False
2786,100,92,250,3,3,2,0,0,0,0,0,0,0,0,1,0,570000.0,True,False,False,False,False,False,False,False
2787,521,15,134,3,3,2,0,0,0,0,0,0,0,0,0,0,799000.0,True,False,False,False,False,False,False,False
2788,330,60,50,2,1,1,0,0,0,0,0,0,0,0,0,0,189000.0,True,False,False,False,False,False,False,False
2789,300,133,110,3,2,1,0,0,0,0,0,0,0,0,0,0,398000.0,True,False,False,False,False,False,False,False
2790,290,100,85,3,2,2,0,0,0,0,0,0,0,0,0,0,450000.0,True,False,False,False,False,False,False,False
2791,260,60,53,2,1,1,0,0,0,0,0,0,0,0,0,0,209999.0,True,False,False,False,False,False,False,False
2792,315,13,94,4,2,2,0,0,0,0,0,0,0,0,0,0,330000.0,True,False,False,False,False,False,False,False
2793,240,110,50,2,1,1,0,0,0,0,0,0,0,0,0,0,315000.0,True,False,False,False,False,False,False,False
2794,200,117,98,3,2,2,0,0,0,0,0,0,0,0,0,0,498000.0,True,False,False,False,False,False,False,False
2795,329,11,95,2,3,2,0,0,0,0,0,0,0,0,0,0,450000.0,True,False,False,False,False,False,False,False
2796,450,154,107,2,2,2,0,1,0,0,0,0,0,0,0,0,440000.0,True,False,False,False,False,False,False,False
2797,0,0,75,3,2,2,0,0,0,0,0,0,0,0,0,0,651546.0,True,False,False,False,False,False,False,False
2798,600,11,83,3,3,1,0,0,0,0,0,0,0,0,0,0,565000.0,True,False,False,False,False,False,False,False
2799,345,10,98,3,2,2,0,0,0,0,0,0,0,0,0,0,450000.0,True,False,False,False,False,False,False,False
2800,550,15,105,2,3,2,0,0,0,0,0,0,0,0,0,0,610000.0,True,False,False,False,False,False,False,False
2801,160,100,25,2,1,1,0,0,0,0,0,0,0,0,0,0,390000.0,True,False,False,False,False,False,False,False
2802,100,45,80,3,3,1,0,0,0,0,0,0,0,0,0,0,390000.0,True,False,False,False,False,False,False,False
2803,120,71,45,2,1,1,0,0,0,0,0,0,0,0,0,0,300000.0,True,False,False,False,False,False,False,False
2804,240,8,92,2,3,1,0,0,0,0,0,0,0,0,0,0,350000.0,True,False,False,False,False,False,False,False
2805,650,174,68,2,2,2,0,0,0,0,0,0,1,0,0,0,610000.0,True,False,False,False,False,False,False,False
2806,500,166,93,3,2,1,0,0,0,0,1,0,1,0,0,0,600000.0,True,False,False,False,False,False,False,False
2807,340,0,78,3,3,2,0,0,0,0,0,0,0,0,0,0,370000.0,True,False,False,False,False,False,False,False
2808,0,80,95,2,1,2,0,0,0,0,0,0,0,0,0,0,430000.0,True,False,False,False,False,False,False,False
2809,150,45,90,3,2,1,0,0,0,0,0,0,0,0,0,0,430000.0,True,False,False,False,False,False,False,False
2810,300,90,96,3,4,2,0,0,0,0,0,0,0,0,0,0,499000.0,True,False,False,False,False,False,False,False
2811,370,120,69,3,1,1,0,0,0,0,0,0,0,0,0,0,480000.0,True,False,False,False,False,False,False,False
2812,350,8,112,2,1,1,0,0,0,0,0,0,0,0,0,0,420000.0,True,False,False,False,False,False,False,False
2813,300,81,75,3,3,1,0,0,0,0,0,0,0,0,0,0,350000.0,True,False,False,False,False,False,False,False
2814,0,0,59,2,2,2,0,0,0,0,0,0,0,0,0,0,514069.0,True,False,False,False,False,False,False,False
2815,350,106,64,2,2,1,1,0,0,0,0,0,1,0,1,0,420000.0,True,False,False,False,False,False,False,False
2816,220,100,75,3,3,2,0,0,0,0,0,0,0,0,0,0,350000.0,True,False,False,False,False,False,False,False
2817,260,0,60,3,1,1,0,0,0,0,1,0,0,0,0,0,265000.0,True,False,False,False,False,False,False,False
2818,320,0,59,3,2,1,0,0,0,0,0,0,0,0,0,0,290000.0,True,False,False,False,False,False,False,False
2819,300,79,80,3,2,1,0,0,0,0,0,0,0,0,0,0,345000.0,True,False,False,False,False,False,False,False
2820,450,116,62,2,2,2,0,0,0,0,0,0,0,0,0,0,380000.0,True,False,False,False,False,False,False,False
2821,250,7,43,2,1,1,0,0,0,0,0,0,0,0,0,0,355000.0,True,False,False,False,False,False,False,False
2822,220,8,61,2,3,2,0,0,0,0,0,0,0,0,0,0,310000.0,True,False,False,False,False,False,False,False
2823,284,156,50,2,2,2,0,0,0,0,0,0,1,0,0,0,310000.0,True,False,False,False,False,False,False,False
2824,180,6,60,3,1,1,0,0,0,0,0,0,0,0,0,0,320000.0,True,False,False,False,False,False,False,False
2825,367,76,65,3,1,1,0,0,0,0,0,0,0,0,0,0,315000.0,True,False,False,False,False,False,False,False
2826,150,83,70,2,1,1,0,0,0,0,0,0,0,0,0,0,242000.0,True,False,False,False,False,False,False,False
2827,1,427,300,4,4,4,0,1,0,0,1,0,0,0,1,0,1900000.0,True,False,False,False,False,False,False,False
2828,300,11,66,2,3,2,0,0,0,0,0,0,0,0,0,0,379000.0,True,False,False,False,False,False,False,False
2829,169,2,60,2,3,1,0,0,0,0,0,0,0,0,0,0,250000.0,True,False,False,False,False,False,False,False
2830,0,0,55,2,1,1,0,0,0,0,0,0,0,0,0,0,238000.0,True,False,False,False,False,False,False,False
2831,240,7,66,2,3,1,0,0,0,0,0,0,0,0,0,0,375000.0,True,False,False,False,False,False,False,False
2832,2,79,300,4,5,5,0,0,0,0,0,0,0,0,0,0,2590000.0,True,False,False,False,False,False,False,False
2833,250,98,55,2,3,2,0,0,0,0,0,0,0,0,0,0,340000.0,True,False,False,False,False,False,False,False
2834,260,31,64,2,1,1,0,0,0,0,0,0,0,0,0,0,215000.0,True,False,False,False,False,False,False,False
2835,440,8,50,2,3,1,0,0,0,0,0,0,0,0,0,0,350000.0,True,False,False,False,False,False,False,False
2836,470,9,65,3,1,0,0,0,0,0,0,0,0,0,0,0,450000.0,True,False,False,False,False,False,False,False
2837,150,98,136,3,1,1,0,0,1,0,0,0,0,0,1,1,500000.0,True,False,False,False,False,False,False,False
2838,0,0,75,3,1,1,0,0,0,0,0,0,0,0,0,0,410000.0,True,False,False,False,False,False,False,False
2839,0,0,100,2,1,2,0,0,0,0,0,0,0,0,0,0,420000.0,True,False,False,False,False,False,False,False
2840,50,90,65,3,1,1,0,0,0,0,0,1,0,0,0,0,389000.0,True,False,False,False,False,False,False,False
2841,1,1,156,4,3,2,0,0,0,0,1,0,0,0,0,0,750000.0,True,False,False,False,False,False,False,False
2842,750,250,89,3,2,3,0,0,0,0,1,0,1,0,1,0,850000.0,True,False,False,False,False,False,False,False
2843,800,450,157,4,4,4,0,0,0,0,0,0,0,0,0,0,2195000.0,True,False,False,False,False,False,False,False
2844,280,1,57,2,1,1,0,0,0,0,0,0,0,0,0,0,274330.0,True,False,False,False,False,False,False,False
2845,900,146,140,3,2,2,0,0,0,0,1,0,0,0,1,0,850000.0,True,False,False,False,False,False,False,False
2846,0,0,46,2,1,1,0,0,0,0,0,0,0,0,0,0,289000.0,True,False,False,False,False,False,False,False
2847,0,0,63,3,1,2,0,0,0,0,0,0,0,0,0,0,580000.0,True,False,False,False,False,False,False,False
2848,0,0,60,3,1,2,0,0,0,0,0,0,0,0,0,1,585000.0,True,False,False,False,False,False,False,False
2849,0,0,72,4,1,1,0,0,0,0,0,0,0,0,0,1,639000.0,True,False,False,False,False,False,False,False
2850,150,0,40,2,1,1,0,0,0,0,0,0,0,0,0,0,150000.0,True,False,False,False,False,False,False,False
2851,1,1,140,3,3,2,0,0,0,0,0,0,0,0,0,0,549000.0,True,False,False,False,False,False,False,False
2852,200,70,75,3,2,1,0,0,0,0,0,0,0,0,0,0,250000.0,True,False,False,False,False,False,False,False
2853,1,1,70,3,1,2,0,1,0,0,0,0,0,0,1,1,798000.0,True,False,False,False,False,False,False,False
2854,220,0,84,3,1,1,0,0,0,0,0,0,0,0,0,1,290000.0,True,False,False,False,False,False,False,False
2855,1,1,92,3,1,3,0,1,0,0,0,0,0,0,1,1,1220000.0,True,False,False,False,False,False,False,False
2856,0,0,90,2,1,1,0,0,0,0,0,0,0,0,0,1,450000.0,True,False,False,False,False,False,False,False
2857,0,77,68,3,1,1,0,0,0,0,0,0,0,0,0,1,260000.0,True,False,False,False,False,False,False,False
2858,0,0,93,2,1,1,0,0,0,0,0,0,0,0,0,0,459000.0,True,False,False,False,False,False,False,False
2859,800,322,140,4,3,3,1,0,0,0,0,0,0,0,0,0,870000.0,True,False,False,False,False,False,False,False
