,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,DETAIL_Academia,DETAIL_Ar condicionado,DETAIL_Armários na cozinha,DETAIL_Armários no quarto,DETAIL_Churrasqueira,DETAIL_Mobiliado,DETAIL_Piscina,DETAIL_Varanda,DETAIL_Área de serviço,REGION_pampulha,REGION_venda_nova,REGION_zona_centro_sul,REGION_zona_leste,REGION_zona_nordeste,REGION_zona_noroeste,REGION_zona_norte,REGION_zona_oeste,UTILS,PRICE
11917,74,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,420000.0
11918,60,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,482,450000.0
11919,92,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,370,750000.0
11920,145,4,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1003,1300000.0
11921,143,4,4,3,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,1078571.0
11922,50,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,235,138000.0
11923,84,3,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,2,688776.0
11924,90,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,410,550000.0
11925,164,3,4,3,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,673,1070000.0
11926,160,4,3,3,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1030,1200000.0
11927,72,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,503000.0
11928,102,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,850000.0
11929,72,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,523000.0
11930,72,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,487000.0
11931,61,2,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,448000.0
11932,52,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,536,375000.0
11933,82,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,274290.0
11934,113,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,773,870000.0
11935,118,4,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1040,870000.0
11936,84,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,501,680000.0
11937,47,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,284990.0
11938,48,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,352,235000.0
11939,41,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,266990.0
11940,73,3,2,2,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,690,750000.0
11941,48,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,352,235000.0
11942,96,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,530000.0
11943,86,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,641,590000.0
11944,78,3,2,1,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,1037,590000.0
11945,127,4,5,3,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1000,780000.0
11946,118,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,578,549000.0
11947,128,4,4,2,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,251,850000.0
11948,52,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,265000.0
11949,80,3,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,375,330000.0
11950,210,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,565,695000.0
11951,149,4,4,3,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,5,1840000.0
11952,52,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,290,252000.0
11953,258,4,3,3,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1445,1195000.0
11954,73,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,384,450000.0
11955,73,3,3,2,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,933,750000.0
11956,59,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1271,285000.0
11957,203,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,205,849000.0
11958,94,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1040000.0
11959,86,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,580,997000.0
11960,86,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,580,977000.0
11961,70,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,304,195000.0
11962,173,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,580,1459000.0
11963,87,3,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,449,979000.0
11964,92,4,3,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,4,799000.0
11965,78,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1224,330000.0
11966,247,3,4,3,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,804,1500000.0
11967,299,4,4,4,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1339,1450000.0
11968,253,4,3,4,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,454,1430000.0
11969,88,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,453,450000.0
11970,180,4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,264,885000.0
11971,80,3,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,821,650000.0
11972,114,3,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,501,550000.0
11973,143,4,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,804,1500000.0
11974,32,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,304,283980.0
11975,50,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1195,280000.0
11976,88,3,3,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,785,1200000.0
11977,73,3,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,913,750000.0
11978,169,4,4,3,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,5,1200000.0
11979,92,3,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,622,560000.0
11980,57,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,372,320000.0
11981,137,4,5,3,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,866,1050000.0
11982,230,4,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,806,1500000.0
11983,40,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,240000.0
11984,90,4,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,703,529000.0
11985,60,2,1,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,351,450000.0
11986,85,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,251,430000.0
11987,362,5,4,2,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,403,1350000.0
11988,72,3,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,401,485000.0
11989,121,4,3,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,251,580000.0
11990,120,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,401,515000.0
11991,124,4,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,753,750000.0
11992,52,2,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,100,300591.0
11993,100,3,3,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,321,650000.0
11994,140,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,603,750000.0
11995,88,3,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,503,780000.0
11996,202,3,3,2,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,5,1000000.0
11997,188,4,3,4,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,9,1750000.0
11998,274,5,4,4,0,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,6,1490000.0
11999,134,4,3,4,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,404,870000.0
12000,99,4,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,606,500000.0
12001,148,4,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,283,800000.0
12002,76,3,2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,501,450000.0
12003,133,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,750,1360000.0
12004,202,4,2,2,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,532,820000.0
12005,130,3,3,3,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,790,1130000.0
12006,65,2,2,2,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,761,540600.0
12007,140,3,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,573,550000.0
12008,180,3,4,3,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,816,1200000.0
12009,62,2,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,301,340000.0
12010,117,4,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,381,540000.0
12011,137,4,2,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4,1090000.0
12012,288,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,741,1100000.0
12013,140,4,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,503,1450000.0
12014,87,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,380000.0
12015,130,4,3,3,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,551,900000.0
12016,85,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,352,565000.0
12017,175,3,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,3,900000.0
12018,250,3,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,722,1200000.0
12019,132,3,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,751,1150000.0
12020,110,3,2,2,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,302,800000.0
12021,165,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,470,1680000.0
12022,110,3,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,431,370000.0
12023,107,3,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1185,598000.0
12024,70,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,301,430000.0
12025,252,4,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,752,980000.0
12026,210,4,4,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,301,780000.0
12027,85,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,301,380000.0
12028,85,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,411,350000.0
12029,55,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,115,130000.0
12030,64,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,325000.0
12031,47,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,200,140000.0
12032,47,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,256,165000.0
12033,117,4,2,2,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,915000.0
12034,44,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,388,180000.0
12035,174,3,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,716,850000.0
12036,165,3,2,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,753,720000.0
12037,83,2,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,431,390000.0
12038,150,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,425,685000.0
12039,66,2,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,89,310000.0
12040,64,2,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,594,498000.0
12041,86,3,3,3,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,997000.0
12042,54,2,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,200,183000.0
12043,139,4,4,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,388,1200000.0
12044,75,2,2,2,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2,375000.0
12045,155,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,729,790000.0
12046,90,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,614,350000.0
12047,80,3,3,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,420,480000.0
12048,52,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,290,252000.0
12049,149,4,4,3,1,1,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,5,1840000.0
12050,75,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,480,299000.0
12051,153,3,1,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,665,700000.0
12052,100,4,2,5,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,301,950000.0
12053,52,2,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,537,375000.0
12054,49,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,311,240000.0
12055,140,4,2,2,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,398,550000.0
12056,60,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,376,320000.0
12057,76,2,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,546,380000.0
12058,136,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,657,650000.0
12059,160,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,502,795000.0
12060,92,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,490000.0
12061,244,5,4,2,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,313,980000.0
12062,129,3,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,783,760000.0
12063,180,4,4,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,596,1320000.0
12064,255,4,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,656,1300000.0
12065,79,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,566,400000.0
12066,78,3,2,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,650,895000.0
12067,155,4,2,3,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,422,1100000.0
12068,103,3,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1056,1040000.0
12069,50,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,320,265000.0
12070,44,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,115,139900.0
12071,130,4,2,3,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,904,920000.0
12072,146,4,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,332,750000.0
12073,54,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,410,285000.0
12074,147,4,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,333,750000.0
12075,211,4,4,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1399,1350000.0
12076,112,3,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,384730.0
12077,90,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,151,425000.0
12078,60,2,2,2,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,889,470000.0
12079,68,2,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1143,495000.0
12080,44,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,100,120000.0
12081,73,3,2,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,933,750000.0
12082,37,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,562,450000.0
12083,85,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345,490000.0
12084,48,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,345,330000.0
12085,48,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,300,330000.0
12086,71,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,464000.0
12087,72,3,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,503000.0
12088,84,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,670000.0
12089,84,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,690000.0
12090,118,4,4,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,970000.0
12091,84,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,730000.0
12092,84,3,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,711000.0
12093,70,2,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,492,339000.0
12094,160,4,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1320000.0
12095,95,2,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,451,450000.0
12096,127,4,3,4,1,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,980,980000.0
12097,200,5,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,367,750000.0
12098,90,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,382,455000.0
12099,61,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,571000.0
12100,90,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,501,335000.0
12101,160,3,3,2,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,4,780000.0
12102,82,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,249000.0
12103,48,2,1,1,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,310,175000.0
12104,66,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,280,330000.0
12105,100,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,85,339000.0
12106,180,3,4,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,953,850000.0
12107,98,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,285000.0
12108,53,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1062,165000.0
12109,85,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,305,315000.0
12110,50,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330000.0
12111,148,4,3,2,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,519,750000.0
12112,65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330000.0
12113,70,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,385000.0
12114,65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330000.0
12115,117,3,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,792,530000.0
12116,62,2,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,130,186000.0
12117,70,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,385000.0
12118,100,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,490000.0
12119,50,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330000.0
12120,100,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,490000.0
12121,65,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330000.0
12122,50,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330000.0
12123,50,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330000.0
12124,75,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,355,395000.0
12125,135,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,417,520000.0
12126,149,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,404,1840000.0
12127,148,4,5,3,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,5,1650000.0
12128,63,3,2,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,540,340000.0
12129,63,3,5,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,540,350000.0
12130,89,3,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,251,480000.0
12131,40,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,621,220000.0
12132,110,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,505,410000.0
12133,200,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,500,750000.0
12134,57,2,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,562,450000.0
12135,64,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,210,260000.0
12136,132,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,580,425000.0
12137,88,3,3,2,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,2,1190000.0
12138,52,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,431,330000.0
12139,180,3,2,2,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,402,640000.0
12140,190,3,2,2,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,740,900000.0
12141,92,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,654,465000.0
12142,120,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,451,650000.0
12143,155,4,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,680,790000.0
12144,80,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,730,350000.0
12145,80,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,101,279210.0
12146,130,4,3,3,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,920000.0
12147,72,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,324,300000.0
12148,127,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,675,700000.0
12149,86,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,352,649000.0
12150,158,3,3,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,565,795000.0
12151,200,3,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,352,620000.0
12152,72,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,747,480000.0
12153,78,3,2,1,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,852,590000.0
12154,165,3,2,3,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,503,720000.0
12155,198,3,2,2,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,503,850000.0
12156,105,3,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,840000.0
12157,81,3,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,266,490000.0
12158,75,3,2,2,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,994,630000.0
12159,85,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,725,420000.0
12160,252,4,4,3,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,753,980000.0
12161,48,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,637,330000.0
12162,48,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,383,250000.0
12163,85,3,2,2,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,731,599000.0
12164,70,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,562,345000.0
12165,240,4,4,2,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,529,740000.0
12166,222,3,3,2,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,990,1700000.0
12167,198,4,4,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,675,885000.0
12168,80,3,2,2,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,945,630000.0
12169,65,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,330000.0
12170,98,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,432,350000.0
12171,344,4,5,5,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,2,3099000.0
12172,105,3,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,472,435000.0
12173,100,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,355000.0
12174,160,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,750000.0
12175,100,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,355000.0
12176,100,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,440000.0
12177,100,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,440000.0
12178,58,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,295000.0
12179,86,3,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,977000.0
