,AREA,ROOMS_NO,BATH_NO,PARKING_SPOTS,DETAIL_Academia,DETAIL_Ar condicionado,DETAIL_Armários na cozinha,DETAIL_Armários no quarto,DETAIL_Churrasqueira,DETAIL_Mobiliado,DETAIL_Piscina,DETAIL_Varanda,DETAIL_Área de serviço,REGION_pampulha,REGION_venda_nova,REGION_zona_centro_sul,REGION_zona_leste,REGION_zona_nordeste,REGION_zona_noroeste,REGION_zona_norte,REGION_zona_oeste,UTILS,PRICE
4954,140,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,700,679900.0
4955,75,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,150000.0
4956,90,3,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,20,495000.0
4957,84,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,399237.0
4958,68,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,430000.0
4959,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,210000.0
4960,55,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,299000.0
4961,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,179000.0
4962,48,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,249000.0
4963,66,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,290000.0
4964,50,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1020,225000.0
4965,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,249000.0
4966,55,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,151,179000.0
4967,142,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,180,390000.0
4968,80,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,285000.0
4969,57,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,180000.0
4970,52,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,237000.0
4971,80,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,290,359000.0
4972,90,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,329000.0
4973,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,231000.0
4974,52,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,275000.0
4975,85,2,2,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,200,350000.0
4976,123,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,470000.0
4977,58,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,249000.0
4978,136,3,3,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,101,450000.0
4979,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,171,265000.0
4980,80,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,360000.0
4981,70,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,70,295000.0
4982,50,2,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,120,130000.0
4983,150,3,3,5,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,297,450000.0
4984,60,2,2,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,454,250000.0
4985,75,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,840,250000.0
4986,76,3,2,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,380,190000.0
4987,60,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,180,150000.0
4988,72,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,369000.0
4989,106,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,689000.0
4990,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,379000.0
4991,42,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,259000.0
4992,80,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,310000.0
4993,70,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,230000.0
4994,68,2,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,430000.0
4995,129,3,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,264,460000.0
4996,48,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,239000.0
4997,48,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,805,229000.0
4998,139,3,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,300,580000.0
4999,88,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,259000.0
5000,47,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,450000.0
5001,85,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,250,350000.0
5002,111,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,500000.0
5003,118,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,520000.0
5004,100,2,3,1,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,101,430000.0
5005,60,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,279000.0
5006,56,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,235000.0
5007,51,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,229000.0
5008,65,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,379,235000.0
5009,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,379000.0
5010,68,3,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140,185000.0
5011,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,200,160000.0
5012,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,309000.0
5013,65,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,420,350000.0
5014,56,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,305,245000.0
5015,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,309000.0
5016,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,304000.0
5017,90,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,363,299000.0
5018,78,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,439000.0
5019,118,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,490000.0
5020,59,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,330000.0
5021,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,309000.0
5022,74,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,183,319000.0
5023,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,229000.0
5024,48,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,159000.0
5025,55,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,135000.0
5026,113,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,251,680000.0
5027,20,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,380000.0
5028,47,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,160000.0
5029,108,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,350,360000.0
5030,90,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,520000.0
5031,56,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,140,120000.0
5032,100,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,295000.0
5033,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,162000.0
5034,88,2,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,340000.0
5035,61,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,260000.0
5036,95,4,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,800,350000.0
5037,96,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,366,380000.0
5038,53,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,250,162000.0
5039,50,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,220,188000.0
5040,55,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,130,177000.0
5041,62,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,349000.0
5042,46,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,299000.0
5043,87,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,436000.0
5044,48,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,350000.0
5045,115,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,982,435000.0
5046,40,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,60,120000.0
5047,128,3,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,580000.0
5048,61,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,238,199000.0
5049,44,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,237000.0
5050,57,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,299000.0
5051,45,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,235500.0
5052,54,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,329000.0
5053,85,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,420000.0
5054,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,190000.0
5055,52,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,229000.0
5056,45,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,250,260500.0
5057,47,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,245000.0
5058,50,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,481,229000.0
5059,69,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,320000.0
5060,45,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,200,469000.0
5061,50,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,200,299000.0
5062,131,4,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,620000.0
5063,126,3,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,450000.0
5064,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,249000.0
5065,110,2,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,340,390000.0
5066,62,3,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,599000.0
5067,55,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,340000.0
5068,55,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,249000.0
5069,140,3,3,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,300,585000.0
5070,140,2,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,46,450000.0
5071,52,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,940,225000.0
5072,122,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,857,285000.0
5073,45,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,250,247000.0
5074,46,2,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,819,249000.0
5075,110,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,450000.0
5076,85,2,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,285000.0
5077,62,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,250,580000.0
5078,70,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,519000.0
5079,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,215000.0
5080,46,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,400,175000.0
5081,50,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,500,140000.0
5082,44,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,636,240000.0
5083,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,20,195000.0
5084,80,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,20,350000.0
5085,55,2,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,169000.0
5086,90,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,850,300000.0
5087,57,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,249000.0
5088,87,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,419000.0
5089,91,3,3,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,173,490000.0
5090,49,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,111,150000.0
5091,60,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,170000.0
5092,36,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,429000.0
5093,65,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,350000.0
5094,65,4,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,495000.0
5095,96,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,980,379000.0
5096,96,4,2,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,335,290000.0
5097,55,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,279000.0
5098,48,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,239000.0
5099,48,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,239000.0
5100,133,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,359000.0
5101,58,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,359000.0
5102,55,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,279000.0
5103,85,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,503000.0
5104,55,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,279000.0
5105,58,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,319000.0
5106,75,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,449000.0
5107,93,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,349000.0
5108,55,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,279000.0
5109,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,481,229000.0
5110,60,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,329000.0
5111,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,309000.0
5112,132,4,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,201,650000.0
5113,85,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,350000.0
5114,125,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1143,426000.0
5115,58,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,450,235000.0
5116,117,3,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,559000.0
5117,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,490,225000.0
5118,90,2,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,500,350000.0
5119,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,280000.0
5120,51,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,350000.0
5121,130,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,580000.0
5122,81,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,325000.0
5123,64,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,338,250000.0
5124,44,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,420,295000.0
5125,70,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,395000.0
5126,45,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,120,239000.0
5127,70,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,430000.0
5128,58,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,958,220000.0
5129,60,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,550000.0
5130,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,190000.0
5131,70,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,395000.0
5132,136,3,1,2,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,233,450000.0
5133,48,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,263,130000.0
5134,72,3,2,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,670,309000.0
5135,76,3,1,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,400000.0
5136,103,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,550000.0
5137,72,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,251,680000.0
5138,110,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,340,390000.0
5139,50,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,309000.0
5140,56,2,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,527,260000.0
5141,46,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,119,239000.0
5142,117,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,93,395000.0
5143,60,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,295000.0
5144,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,220,148000.0
5145,151,4,3,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,689000.0
5146,65,3,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,101,340000.0
5147,55,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,359000.0
5148,61,2,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1348,285000.0
5149,49,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,210,230000.0
5150,111,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,650000.0
5151,135,4,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,403,330000.0
5152,78,3,2,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,439000.0
5153,47,2,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,193000.0
5154,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,268000.0
5155,50,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,304000.0
5156,49,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,396,160000.0
5157,45,2,2,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,319020.0
5158,89,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,344900.0
5159,250,3,1,2,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,100,350000.0
5160,55,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,395000.0
5161,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,50,130000.0
5162,49,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,300,356000.0
5163,46,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,179000.0
5164,54,2,2,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,170000.0
5165,47,2,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,214000.0
5166,52,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,236000.0
5167,83,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,350000.0
5168,43,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,800,212000.0
5169,54,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,125,145000.0
5170,72,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,301,358000.0
5171,60,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,529000.0
5172,90,3,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,435000.0
5173,76,2,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,180,150000.0
5174,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,309000.0
5175,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,270000.0
5176,88,2,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,295000.0
5177,90,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,248,430000.0
5178,75,3,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,395000.0
5179,47,3,1,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,470000.0
5180,48,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,170000.0
5181,100,2,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,700,379000.0
5182,54,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,160000.0
5183,55,2,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,375,215000.0
5184,78,3,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,181,390000.0
5185,140,3,3,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,530000.0
5186,140,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,600000.0
5187,52,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,270,185000.0
5188,46,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,900,325000.0
5189,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,320000.0
5190,50,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,379000.0
5191,65,3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,229,215000.0
5192,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,216000.0
5193,95,4,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,650000.0
5194,50,2,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,304000.0
5195,55,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,100,179000.0
5196,60,2,1,2,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,274,185000.0
5197,11,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,650000.0
5198,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110,179000.0
5199,44,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,320000.0
5200,62,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,325000.0
5201,70,3,2,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,540000.0
5202,44,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,431,220000.0
5203,58,2,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,279000.0
5204,55,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,120,139000.0
5205,87,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,229000.0
5206,49,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,268000.0
5207,69,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,180,220000.0
5208,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,342,185000.0
5209,50,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,150,299000.0
5210,103,2,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,430000.0
5211,63,3,1,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,450000.0
5212,72,3,2,2,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,395000.0
5213,128,3,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,580000.0
5214,43,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,340000.0
5215,45,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,233500.0
5216,53,2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,350000.0
5217,48,2,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,554,320000.0
